dataset,image_name,user_label,true_label,age,gender,user_validation
IllusionChar,illusion_char_25,CKjN,CKjN,22,Male,yes
IllusionChar,illusion_char_1216,hjLT,hjtT,22,Male,yes
IllusionChar,illusion_char_2806,L6EJs,L6EJs,22,Male,yes
IllusionChar,illusion_char_2584,HeSQ,He8Q,22,Male,yes
IllusionChar,illusion_char_764,vhuV,vhuV,22,Male,yes
IllusionChar,illusion_char_1658,YA2,YA2,22,Male,yes
IllusionChar,illusion_char_1283,yS0xa,y50xa,22,Male,yes
IllusionChar,illusion_char_890,zwIsK,zwlsK,22,Male,yes
IllusionChar,illusion_char_1353,O2fI,O2F1,22,Male,yes
IllusionChar,illusion_char_582,KO7,KO7,22,Male,yes
IllusionChar,illusion_char_592,WeQjA,WeQjA,22,Male,yes
IllusionChar,illusion_char_1567,0vpO,0ypO,22,Male,yes
IllusionChar,illusion_char_989,9F2Kt,9F2Kt,22,Male,yes
IllusionChar,illusion_char_2492,2ot,2ot,22,Male,yes
IllusionChar,illusion_char_2133,Wbnt,Wbnt,22,Male,yes
IllusionChar,illusion_char_2596,p8LaW,p8LaW,22,Male,yes
IllusionChar,illusion_char_241,Mr6p,Mr6p,22,Male,yes
IllusionChar,illusion_char_1867,YV2T,YV2T,22,Male,yes
IllusionChar,illusion_char_1578,G0f,G0f,22,Male,yes
IllusionChar,illusion_char_1638,Vux09,Vux09,22,Male,yes
IllusionChar,less_illusion_char_1702,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_1452,nPH2,nPJE2,22,Male,yes
IllusionChar,less_illusion_char_976,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_1005,2OJJ,xcd1,22,Male,no
IllusionChar,illusion_char_1872,bXC,bxC,22,Male,yes
IllusionChar,illusion_char_2471,Tbm0i,Tbm0i,22,Male,yes
IllusionChar,illusion_char_898,hkRKm,hkRKm,22,Male,yes
IllusionChar,illusion_char_145,sM8PW,sM8pw,22,Male,yes
IllusionChar,illusion_char_2235,rBSTL,rBSTl,22,Male,yes
IllusionChar,less_illusion_char_226,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_353,nin,ain,22,Male,yes
IllusionChar,illusion_char_842,inHws,inHws,22,Male,yes
IllusionChar,illusion_char_922,S7QQL,S7QQL,22,Male,yes
IllusionChar,illusion_char_454,RYf,RYf,22,Male,yes
IllusionChar,illusion_char_1755,SdUTA,SdUTA,22,Male,yes
IllusionChar,illusion_char_210,ineV,meV,22,Male,yes
IllusionChar,illusion_char_1418,no illusion,5y5,22,Male,yes
IllusionChar,illusion_char_1231,5CQ,5CQ,22,Male,yes
IllusionChar,illusion_char_604,Eej,Eej,22,Male,yes
IllusionChar,illusion_char_2094,ykPW,ykPW,22,Male,yes
IllusionChar,illusion_char_2736,QH5H,QH5H,22,Male,yes
IllusionChar,illusion_char_1717,2UxI,2UxI,22,Male,yes
IllusionChar,illusion_char_2578,WxF,WxF,22,Male,yes
IllusionChar,less_illusion_char_1563,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_1129,82V,S2V,22,Male,yes
IllusionChar,illusion_char_648,YKOp,YKOr,22,Male,yes
IllusionChar,illusion_char_1695,VIRMI,VIRM1,22,Male,yes
IllusionChar,illusion_char_2362,QvWfD,QvWFD,22,Male,yes
IllusionChar,illusion_char_1676,V5qM0,V5qM0,22,Male,yes
IllusionChar,illusion_char_420,Z95Jq,Z95Jq,22,Male,yes
IllusionChar,illusion_char_1319,e5uVw,e5uVw,22,Male,yes
IllusionChar,illusion_char_1331,2BEof,2BEcf,22,Male,yes
IllusionChar,illusion_char_1906,SWcsR,SWesR,22,Male,yes
IllusionChar,illusion_char_1356,OBd,GBd,22,Male,yes
IllusionChar,illusion_char_2252,spVBq,srVBq,22,Male,yes
IllusionChar,less_illusion_char_1009,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_2247,cmo,cmo,22,Male,yes
IllusionChar,illusion_char_1307,b4g,b4g,22,Male,yes
IllusionChar,less_illusion_char_1161,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_638,C0qu9,C0qu9,22,Male,yes
IllusionChar,illusion_char_1082,4G8h,4G8h,22,Male,yes
FashionMnist,FashionMnist_583,Sneaker,7,22,Male,yes
FashionMnist,FashionMnist_1112,T-shirt/top,0,22,Male,no
FashionMnist,FashionMnist_462,Coat,4,22,Male,yes
FashionMnist,FashionMnist_749,Bag,8,22,Male,yes
IllusionChar,illusion_char_107,5p3O,5p3O,22,Male,yes
FashionMnist,FashionMnist_538,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_1056,Coat,4,22,Male,yes
FashionMnist,FashionMnist_88,Coat,2,22,Male,yes
FashionMnist,FashionMnist_65,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_359,Bag,8,22,Male,yes
FashionMnist,FashionMnist_519,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_954,Pullover,4,22,Male,yes
FashionMnist,FashionMnist_375,T-shirt/top,0,22,Male,yes
FashionMnist,FashionMnist_776,Sandal,5,22,Male,yes
FashionMnist,FashionMnist_688,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_509,Pullover,2,22,Male,yes
FashionMnist,FashionMnist_674,Coat,4,22,Male,yes
FashionMnist,FashionMnist_214,Coat,4,22,Male,yes
FashionMnist,FashionMnist_68,Dress,3,22,Male,yes
FashionMnist,FashionMnist_419,Sandal,5,22,Male,yes
FashionMnist,FashionMnist_430,Bag,8,22,Male,yes
FashionMnist,FashionMnist_181,T-shirt/top,0,22,Male,yes
FashionMnist,FashionMnist_140,Sandal,5,22,Male,yes
FashionMnist,FashionMnist_1104,Bag,8,22,Male,yes
FashionMnist,FashionMnist_30,Coat,3,22,Male,yes
FashionMnist,FashionMnist_476,Coat,4,22,Male,yes
FashionMnist,FashionMnist_667,Dress,3,22,Male,yes
FashionMnist,FashionMnist_1058,Dress,3,22,Male,yes
FashionMnist,FashionMnist_804,Trouser,3,22,Male,no
FashionMnist,FashionMnist_132,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_335,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_441,T-shirt/top,0,22,Male,yes
FashionMnist,FashionMnist_143,T-shirt/top,0,22,Male,yes
FashionMnist,less_FashionMnist_279,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_632,Coat,4,22,Male,yes
FashionMnist,FashionMnist_952,T-shirt/top,0,22,Male,yes
FashionMnist,FashionMnist_426,Pullover,4,22,Male,yes
FashionMnist,less_FashionMnist_617,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_947,Sandal,5,22,Male,yes
FashionMnist,FashionMnist_373,no illusion,9,22,Male,yes
FashionMnist,FashionMnist_275,Dress,3,22,Male,yes
FashionMnist,FashionMnist_909,T-shirt/top,0,22,Male,yes
FashionMnist,FashionMnist_977,Pullover,2,22,Male,yes
FashionMnist,FashionMnist_732,T-shirt/top,0,22,Male,yes
FashionMnist,FashionMnist_739,Dress,3,22,Male,yes
FashionMnist,FashionMnist_274,Pullover,2,22,Male,yes
FashionMnist,FashionMnist_933,Coat,4,22,Male,yes
FashionMnist,FashionMnist_722,Bag,8,22,Male,yes
FashionMnist,FashionMnist_726,Coat,6,22,Male,yes
FashionMnist,FashionMnist_384,Dress,3,22,Male,yes
FashionMnist,FashionMnist_834,Dress,3,22,Male,yes
FashionMnist,FashionMnist_455,T-shirt/top,0,22,Male,yes
FashionMnist,FashionMnist_796,Sandal,5,22,Male,yes
FashionMnist,FashionMnist_308,Ankle boot,9,22,Male,yes
FashionMnist,less_FashionMnist_655,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_1039,T-shirt/top,0,22,Male,yes
FashionMnist,FashionMnist_792,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_126,T-shirt/top,0,22,Male,yes
FashionMnist,less_FashionMnist_1003,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_376,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_568,Sandal,5,22,Male,yes
FashionMnist,FashionMnist_757,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_23,Sneaker,7,22,Male,yes
FashionMnist,FashionMnist_740,Dress,3,22,Male,yes
FashionMnist,FashionMnist_485,Sandal,5,22,Male,yes
FashionMnist,FashionMnist_442,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_355,Dress,6,22,Male,yes
FashionMnist,FashionMnist_856,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_1036,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_44,Ankle boot,7,22,Male,yes
FashionMnist,FashionMnist_967,T-shirt/top,6,22,Male,yes
FashionMnist,FashionMnist_599,Bag,8,22,Male,yes
FashionMnist,FashionMnist_1002,Dress,3,22,Male,yes
FashionMnist,FashionMnist_8,Coat,6,22,Male,yes
FashionMnist,less_FashionMnist_1028,no illusion,no illusion,22,Male,yes
FashionMnist,less_FashionMnist_492,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_57,Bag,8,22,Male,yes
FashionMnist,less_FashionMnist_497,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_511,Pullover,4,22,Male,yes
FashionMnist,FashionMnist_998,Pullover,4,22,Male,yes
FashionMnist,FashionMnist_832,Sandal,5,22,Male,yes
FashionMnist,FashionMnist_265,T-shirt/top,0,22,Male,yes
FashionMnist,FashionMnist_636,Bag,8,22,Male,yes
FashionMnist,FashionMnist_790,Sneaker,7,22,Male,yes
FashionMnist,FashionMnist_17,Shirt,2,22,Male,yes
FashionMnist,FashionMnist_362,Pullover,2,22,Male,yes
FashionMnist,FashionMnist_589,Sandal,5,22,Male,yes
