dataset,image_name,user_label,true_label,age,gender,user_validation
IllusionAnimals,IllusionAnimals_611,Deer,deer,25,Male,yes
IllusionAnimals,IllusionAnimals_989,Rooster,rooster,25,Male,yes
IllusionAnimals,IllusionAnimals_701,Snake,snake,25,Male,yes
IllusionAnimals,IllusionAnimals_288,Rooster,pigeon,25,Male,yes
IllusionAnimals,IllusionAnimals_420,Elephant,elephant,25,Male,yes
IllusionAnimals,IllusionAnimals_846,Fish,fish,25,Male,yes
IllusionAnimals,IllusionAnimals_335,Butterfly,butterfly,25,Male,yes
IllusionAnimals,IllusionAnimals_350,Butterfly,butterfly,25,Male,yes
IllusionAnimals,IllusionAnimals_842,Fish,fish,25,Male,yes
IllusionAnimals,IllusionAnimals_194,Dog,dog,25,Male,yes
IllusionAnimals,IllusionAnimals_12,Cat,cat,25,Male,yes
IllusionAnimals,IllusionAnimals_905,Rooster,rooster,25,Male,yes
IllusionAnimals,IllusionAnimals_180,Dog,dog,25,Male,yes
IllusionAnimals,IllusionAnimals_439,Elephant,elephant,25,Male,yes
IllusionAnimals,IllusionAnimals_172,Dog,dog,25,Male,yes
IllusionAnimals,IllusionAnimals_664,Deer,deer,25,Male,yes
IllusionAnimals,IllusionAnimals_418,Elephant,elephant,25,Male,yes
IllusionAnimals,less_IllusionAnimals_78,no illusion,no illusion,25,Male,yes
IllusionAnimals,IllusionAnimals_121,Dog,dog,25,Male,yes
FashionMnist,FashionMnist_462,Shirt,4,25,Male,yes
FashionMnist,FashionMnist_749,Bag,8,25,Male,yes
FashionMnist,FashionMnist_538,Ankle boot,9,25,Male,yes
FashionMnist,FashionMnist_1056,Shirt,4,25,Male,yes
FashionMnist,FashionMnist_88,Shirt,2,25,Male,yes
FashionMnist,FashionMnist_65,Trouser,1,25,Male,yes
FashionMnist,FashionMnist_359,Bag,8,25,Male,yes
FashionMnist,FashionMnist_519,Ankle boot,9,25,Male,yes
FashionMnist,FashionMnist_954,Coat,4,25,Male,yes
FashionMnist,FashionMnist_375,T-shirt/top,0,25,Male,yes
FashionMnist,FashionMnist_776,Sandal,5,25,Male,yes
FashionMnist,FashionMnist_688,Ankle boot,9,25,Male,yes
FashionMnist,FashionMnist_509,Shirt,2,25,Male,yes
FashionMnist,FashionMnist_674,Pullover,4,25,Male,yes
FashionMnist,FashionMnist_214,Shirt,4,25,Male,yes
FashionMnist,FashionMnist_68,Dress,3,25,Male,yes
FashionMnist,FashionMnist_419,Ankle boot,5,25,Male,yes
FashionMnist,FashionMnist_430,Bag,8,25,Male,yes
FashionMnist,FashionMnist_181,T-shirt/top,0,25,Male,yes
FashionMnist,FashionMnist_140,Sandal,5,25,Male,yes
FashionMnist,FashionMnist_1104,Bag,8,25,Male,yes
FashionMnist,FashionMnist_30,Dress,3,25,Male,yes
FashionMnist,FashionMnist_476,Pullover,4,25,Male,yes
FashionMnist,FashionMnist_667,Dress,3,25,Male,yes
FashionMnist,FashionMnist_1058,Dress,3,25,Male,yes
FashionMnist,FashionMnist_804,Dress,3,25,Male,yes
FashionMnist,FashionMnist_132,Trouser,1,25,Male,yes
FashionMnist,FashionMnist_335,Trouser,1,25,Male,yes
FashionMnist,FashionMnist_441,T-shirt/top,0,25,Male,yes
FashionMnist,FashionMnist_143,Dress,0,25,Male,yes
FashionMnist,less_FashionMnist_279,no illusion,no illusion,25,Male,yes
FashionMnist,FashionMnist_632,Coat,4,25,Male,yes
FashionMnist,FashionMnist_952,T-shirt/top,0,25,Male,yes
FashionMnist,FashionMnist_426,Pullover,4,25,Male,yes
FashionMnist,less_FashionMnist_617,no illusion,no illusion,25,Male,yes
FashionMnist,FashionMnist_947,Sandal,5,25,Male,yes
FashionMnist,FashionMnist_373,Ankle boot,9,25,Male,yes
FashionMnist,FashionMnist_275,Dress,3,25,Male,yes
FashionMnist,FashionMnist_909,T-shirt/top,0,25,Male,yes
FashionMnist,FashionMnist_977,Shirt,2,25,Male,yes
FashionMnist,FashionMnist_732,T-shirt/top,0,25,Male,yes
FashionMnist,FashionMnist_739,Dress,3,25,Male,yes
FashionMnist,FashionMnist_274,Coat,2,25,Male,yes
FashionMnist,FashionMnist_933,Coat,4,25,Male,yes
FashionMnist,FashionMnist_722,Bag,8,25,Male,yes
FashionMnist,FashionMnist_726,Coat,6,25,Male,yes
FashionMnist,FashionMnist_384,Dress,3,25,Male,yes
FashionMnist,FashionMnist_834,Dress,3,25,Male,yes
FashionMnist,FashionMnist_455,T-shirt/top,0,25,Male,yes
FashionMnist,FashionMnist_796,Sandal,5,25,Male,yes
FashionMnist,FashionMnist_308,Ankle boot,9,25,Male,yes
FashionMnist,less_FashionMnist_655,no illusion,no illusion,25,Male,yes
FashionMnist,FashionMnist_1039,T-shirt/top,0,25,Male,yes
FashionMnist,FashionMnist_792,Trouser,1,25,Male,yes
FashionMnist,FashionMnist_126,T-shirt/top,0,25,Male,yes
FashionMnist,less_FashionMnist_1003,no illusion,no illusion,25,Male,yes
FashionMnist,FashionMnist_376,Ankle boot,9,25,Male,yes
FashionMnist,FashionMnist_568,Sandal,5,25,Male,yes
FashionMnist,FashionMnist_757,Ankle boot,9,25,Male,yes
FashionMnist,FashionMnist_23,Sneaker,7,25,Male,yes
FashionMnist,FashionMnist_740,Dress,3,25,Male,yes
FashionMnist,FashionMnist_485,Ankle boot,5,25,Male,yes
FashionMnist,FashionMnist_442,Ankle boot,9,25,Male,yes
FashionMnist,FashionMnist_355,T-shirt/top,6,25,Male,yes
FashionMnist,FashionMnist_856,Ankle boot,9,25,Male,yes
FashionMnist,FashionMnist_1036,Trouser,1,25,Male,yes
FashionMnist,FashionMnist_44,Ankle boot,7,25,Male,yes
FashionMnist,FashionMnist_967,Dress,6,25,Male,yes
FashionMnist,FashionMnist_599,Bag,8,25,Male,yes
FashionMnist,FashionMnist_1002,Dress,3,25,Male,yes
FashionMnist,FashionMnist_8,Shirt,6,25,Male,yes
FashionMnist,less_FashionMnist_1028,no illusion,no illusion,25,Male,yes
FashionMnist,less_FashionMnist_492,no illusion,no illusion,25,Male,yes
FashionMnist,FashionMnist_57,Bag,8,25,Male,yes
FashionMnist,less_FashionMnist_497,no illusion,no illusion,25,Male,yes
FashionMnist,FashionMnist_511,Coat,4,25,Male,yes
FashionMnist,FashionMnist_998,Pullover,4,25,Male,yes
FashionMnist,FashionMnist_832,Sandal,5,25,Male,yes
FashionMnist,FashionMnist_265,T-shirt/top,0,25,Male,yes
FashionMnist,FashionMnist_636,Shirt,8,25,Male,yes
FashionMnist,FashionMnist_790,Sneaker,7,25,Male,yes
FashionMnist,FashionMnist_17,Coat,2,25,Male,yes
FashionMnist,FashionMnist_362,Coat,2,25,Male,yes
FashionMnist,FashionMnist_589,Sandal,5,25,Male,yes
FashionMnist,FashionMnist_768,Coat,6,25,Male,yes
FashionMnist,FashionMnist_894,Coat,2,25,Male,yes
FashionMnist,less_FashionMnist_620,no illusion,no illusion,25,Male,yes
FashionMnist,FashionMnist_1101,Pullover,4,25,Male,yes
FashionMnist,FashionMnist_602,Ankle boot,9,25,Male,yes
FashionMnist,less_FashionMnist_946,no illusion,no illusion,25,Male,yes
FashionMnist,FashionMnist_655,Sandal,5,25,Male,yes
FashionMnist,FashionMnist_936,Pullover,4,25,Male,yes
FashionMnist,FashionMnist_468,Bag,8,25,Male,yes
FashionMnist,FashionMnist_342,Dress,0,25,Male,yes
FashionMnist,FashionMnist_1018,Ankle boot,9,25,Male,yes
FashionMnist,FashionMnist_508,Coat,2,25,Male,yes
FashionMnist,FashionMnist_1132,Shirt,6,25,Male,yes
FashionMnist,FashionMnist_226,Sneaker,7,25,Male,yes
FashionMnist,FashionMnist_70,Bag,8,25,Male,yes
FashionMnist,FashionMnist_350,Ankle boot,9,25,Male,yes
FashionMnist,FashionMnist_488,Trouser,1,25,Male,yes
FashionMnist,FashionMnist_28,Dress,0,25,Male,yes
FashionMnist,FashionMnist_685,T-shirt/top,6,25,Male,yes
FashionMnist,FashionMnist_978,T-shirt/top,6,25,Male,yes
FashionMnist,FashionMnist_61,Sneaker,7,25,Male,yes
FashionMnist,less_FashionMnist_989,no illusion,no illusion,25,Male,yes
FashionMnist,FashionMnist_75,Coat,2,25,Male,yes
FashionMnist,FashionMnist_12,Sandal,5,25,Male,yes
FashionMnist,FashionMnist_686,Coat,4,25,Male,yes
FashionMnist,FashionMnist_379,Coat,4,25,Male,yes
FashionMnist,FashionMnist_743,Trouser,1,25,Male,yes
FashionMnist,FashionMnist_881,Sneaker,7,25,Male,yes
FashionMnist,FashionMnist_964,Coat,6,25,Male,yes
FashionMnist,less_FashionMnist_148,no illusion,no illusion,25,Male,yes
FashionMnist,FashionMnist_684,Ankle boot,9,25,Male,yes
FashionMnist,FashionMnist_1119,Trouser,1,25,Male,yes
FashionMnist,FashionMnist_484,Sneaker,7,25,Male,yes
FashionMnist,FashionMnist_81,Trouser,1,25,Male,yes
FashionMnist,FashionMnist_874,Trouser,1,25,Male,yes
FashionMnist,FashionMnist_1087,Trouser,1,25,Male,yes
FashionMnist,FashionMnist_180,Trouser,1,25,Male,yes
FashionMnist,FashionMnist_1147,Coat,4,25,Male,yes
FashionMnist,FashionMnist_875,Trouser,1,25,Male,yes
FashionMnist,FashionMnist_158,Sneaker,7,25,Male,yes
