dataset,image_name,user_label,true_label,age,gender,user_validation
FashionMnist,FashionMnist_308,Ankle boot,9,22,Male,yes
FashionMnist,less_FashionMnist_655,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_1039,T-shirt/top,0,22,Male,yes
FashionMnist,FashionMnist_792,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_126,T-shirt/top,0,22,Male,yes
FashionMnist,less_FashionMnist_1003,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_376,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_568,Sandal,5,22,Male,yes
FashionMnist,FashionMnist_757,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_23,Sneaker,7,22,Male,yes
FashionMnist,FashionMnist_740,Dress,3,22,Male,yes
FashionMnist,FashionMnist_485,Sandal,5,22,Male,yes
FashionMnist,FashionMnist_442,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_355,T-shirt/top,6,22,Male,yes
FashionMnist,FashionMnist_856,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_1036,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_44,Ankle boot,7,22,Male,yes
FashionMnist,FashionMnist_967,T-shirt/top,6,22,Male,yes
FashionMnist,FashionMnist_599,Bag,8,22,Male,yes
FashionMnist,FashionMnist_1002,Dress,3,22,Male,yes
FashionMnist,FashionMnist_8,Shirt,6,22,Male,yes
FashionMnist,less_FashionMnist_1028,no illusion,no illusion,22,Male,yes
FashionMnist,less_FashionMnist_492,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_57,Bag,8,22,Male,yes
FashionMnist,less_FashionMnist_497,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_511,Pullover,4,22,Male,yes
FashionMnist,FashionMnist_998,Pullover,4,22,Male,yes
FashionMnist,FashionMnist_832,Sneaker,5,22,Male,yes
FashionMnist,FashionMnist_265,T-shirt/top,0,22,Male,yes
FashionMnist,FashionMnist_636,Sneaker,8,22,Male,yes
FashionMnist,FashionMnist_790,Sneaker,7,22,Male,yes
FashionMnist,FashionMnist_17,Pullover,2,22,Male,yes
FashionMnist,FashionMnist_362,Coat,2,22,Male,yes
FashionMnist,FashionMnist_589,Sandal,5,22,Male,yes
FashionMnist,FashionMnist_768,Shirt,6,22,Male,yes
FashionMnist,FashionMnist_894,Pullover,2,22,Male,yes
FashionMnist,less_FashionMnist_620,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_1101,Pullover,4,22,Male,yes
FashionMnist,FashionMnist_602,Ankle boot,9,22,Male,yes
FashionMnist,less_FashionMnist_946,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_655,Sandal,5,22,Male,yes
FashionMnist,FashionMnist_936,Coat,4,22,Male,yes
FashionMnist,FashionMnist_468,Bag,8,22,Male,yes
FashionMnist,FashionMnist_342,Dress,0,22,Male,yes
FashionMnist,FashionMnist_1018,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_508,Coat,2,22,Male,yes
FashionMnist,FashionMnist_1132,Coat,6,22,Male,yes
FashionMnist,FashionMnist_226,Sneaker,7,22,Male,yes
FashionMnist,FashionMnist_70,Bag,8,22,Male,yes
FashionMnist,FashionMnist_350,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_488,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_28,Dress,0,22,Male,no
FashionMnist,FashionMnist_685,T-shirt/top,6,22,Male,yes
FashionMnist,FashionMnist_978,T-shirt/top,6,22,Male,yes
FashionMnist,FashionMnist_61,Sneaker,7,22,Male,yes
FashionMnist,less_FashionMnist_989,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_75,Pullover,2,22,Male,yes
FashionMnist,FashionMnist_12,Ankle boot,5,22,Male,yes
FashionMnist,FashionMnist_686,Coat,4,22,Male,yes
FashionMnist,FashionMnist_379,Coat,4,22,Male,yes
FashionMnist,FashionMnist_743,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_881,Sneaker,7,22,Male,yes
FashionMnist,FashionMnist_964,Pullover,6,22,Male,yes
FashionMnist,less_FashionMnist_148,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_684,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_1119,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_484,Sneaker,7,22,Male,yes
FashionMnist,FashionMnist_81,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_874,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_1087,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_180,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_1147,Dress,4,22,Male,yes
FashionMnist,FashionMnist_875,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_158,Sneaker,7,22,Male,yes
IllusionChar,less_illusion_char_797,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_1797,bcP,bcP,22,Male,yes
IllusionChar,less_illusion_char_2423,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_341,IVrVa,iVrVu,22,Male,no
IllusionChar,illusion_char_2876,1O9G,JO9G,22,Male,yes
IllusionChar,illusion_char_1722,Yqptp,YHptp,22,Male,yes
IllusionChar,illusion_char_1489,plmy,p1mv,22,Male,yes
IllusionChar,illusion_char_593,fcU,fcU,22,Male,yes
IllusionChar,illusion_char_2658,PMc,PMc,22,Male,yes
IllusionChar,illusion_char_410,uTL0,aYL0,22,Male,no
IllusionChar,illusion_char_1935,no illusion,eZjt,22,Male,no
IllusionChar,illusion_char_737,binA,binA,22,Male,yes
IllusionChar,illusion_char_1448,n1B4Z,nlB4Z,22,Male,yes
IllusionChar,illusion_char_1274,VgA8V,VgA8V,22,Male,yes
IllusionChar,illusion_char_2576,Sh0u,Sh0u,22,Male,yes
IllusionChar,illusion_char_1269,no illusion,g04,22,Male,yes
IllusionChar,illusion_char_322,no,Gb22H,22,Male,yes
IllusionChar,illusion_char_2050,DVdu,DVdu,22,Male,yes
IllusionChar,illusion_char_1035,EXT,EXT,22,Male,yes
IllusionChar,illusion_char_2076,S10,SI0,22,Male,yes
IllusionChar,illusion_char_2924,2uPX,2ttPX,22,Male,no
IllusionChar,illusion_char_29,OLI8t,f3U8c,22,Male,no
IllusionChar,illusion_char_85,no illusion,AYq,22,Male,yes
IllusionChar,illusion_char_216,CfX6,CfX6,22,Male,yes
IllusionChar,illusion_char_1094,Gm3A,Gm3A,22,Male,yes
IllusionChar,illusion_char_230,X9NSN,X9NSN,22,Male,yes
IllusionChar,illusion_char_235,XC3Dw,XC3Dw,22,Male,yes
IllusionChar,illusion_char_2018,IUR,FUR,22,Male,no
IllusionChar,illusion_char_528,BcUO,EeUQ,22,Male,yes
IllusionChar,illusion_char_950,H30z,H30z,22,Male,yes
IllusionChar,illusion_char_1330,7w9,7w9,22,Male,yes
IllusionChar,illusion_char_2019,9pW,9pW,22,Male,yes
IllusionChar,illusion_char_2699,XgkX,XgkX,22,Male,yes
IllusionChar,illusion_char_174,DIY,DiYt,22,Male,yes
IllusionChar,illusion_char_1572,fqR,fqR,22,Male,yes
IllusionChar,illusion_char_1093,GoPsz,GoPsz,22,Male,yes
IllusionChar,less_illusion_char_965,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_705,2qmYa,2qmYa,22,Male,yes
IllusionChar,illusion_char_871,5wIa,5w1a,22,Male,yes
IllusionChar,illusion_char_2159,5HAY,5HAY,22,Male,yes
IllusionChar,less_illusion_char_1358,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_2773,IDmS,HDm8,22,Male,yes
IllusionChar,illusion_char_1215,A0zq,A0zq,22,Male,yes
IllusionChar,illusion_char_2265,SDy,SDy,22,Male,yes
IllusionChar,illusion_char_1528,QI0ha,QI0ha,22,Male,yes
IllusionChar,illusion_char_1409,DVDA,DVDA,22,Male,yes
IllusionChar,illusion_char_1659,no illusion,nT4,22,Male,no
IllusionChar,illusion_char_2889,nAI,nAl,22,Male,yes
IllusionChar,illusion_char_2087,Poy,l2oy,22,Male,no
IllusionChar,illusion_char_25,CKJN,CKjN,22,Male,yes
IllusionChar,illusion_char_1216,HjIT,hjtT,22,Male,yes
IllusionChar,illusion_char_2806,L6EJs,L6EJs,22,Male,yes
IllusionChar,illusion_char_2584,HeSO,He8Q,22,Male,yes
IllusionChar,illusion_char_764,vhuV,vhuV,22,Male,yes
IllusionChar,illusion_char_1658,YA2,YA2,22,Male,yes
IllusionChar,illusion_char_1283,50طظ,y50xa,22,Male,yes
IllusionChar,illusion_char_890,zwIsK,zwlsK,22,Male,yes
IllusionChar,illusion_char_1353,O2ET,O2F1,22,Male,yes
IllusionChar,illusion_char_582,KO7,KO7,22,Male,yes
IllusionChar,illusion_char_592,WeQjA,WeQjA,22,Male,yes
IllusionChar,illusion_char_1567,0vpO,0ypO,22,Male,no
IllusionChar,illusion_char_989,9F2Kt,9F2Kt,22,Male,yes
IllusionChar,illusion_char_2492,2ot,2ot,22,Male,yes
IllusionChar,illusion_char_2133,Wbm,Wbnt,22,Male,yes
IllusionChar,illusion_char_2596,p8LaW,p8LaW,22,Male,yes
IllusionChar,illusion_char_241,Mr6p,Mr6p,22,Male,yes
IllusionChar,illusion_char_1867,YV2T,YV2T,22,Male,yes
IllusionChar,illusion_char_1578,G0f,G0f,22,Male,yes
IllusionChar,illusion_char_1638,Vux09,Vux09,22,Male,yes
IllusionChar,less_illusion_char_1702,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_1452,nPTE2,nPJE2,22,Male,yes
IllusionChar,less_illusion_char_976,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_1005,xcaH,xcd1,22,Male,yes
