,image_name,Pprompt,Nprompt,illusion_strength,label,gpt-4o
596,IllusionAnimals_597,An arctic fox in a snowy tundra,low quality,2.5,horse,'No illusion'
4,IllusionAnimals_5,"Dense forest canopy, sunlight filters through, river winds through valleys",low quality,2.5,cat,No illusion
241,IllusionAnimals_242,A desert with camels and pyramids,low quality,2.5,pigeon,'elephant'
137,IllusionAnimals_138,Gentle hummingbird hovering near sweet nectar,low quality,2.5,dog,'pigeon'
199,IllusionAnimals_200,Colorful coral reef teeming with exotic marine life,low quality,2.5,dog,'fish'
931,IllusionAnimals_932,A tranquil park with a babbling brook,low quality,2.5,rooster,'elephant'
959,IllusionAnimals_960,A mysterious cave entrance hidden behind a waterfall,low quality,2.5,rooster,'cat'
549,IllusionAnimals_550,Jellyfish undulating rhythmically,low quality,2.5,horse,'fish'
374,IllusionAnimals_375,A vibrant meadow with blooming flowers,low quality,2.5,butterfly,'elephant'
790,IllusionAnimals_791,Shark fin slicing smoothly through deep blue sea,low quality,2.5,snake,'fish'
919,IllusionAnimals_920,A peaceful pagoda overlooking a serene pond,low quality,2.5,rooster,'No illusion'
952,IllusionAnimals_953,A fields of golden wheat swaying in the breeze under a blue sky,low quality,2.5,rooster,'elephant'
321,IllusionAnimals_322,"Space station orbits Earth, glowing city lights twinkle below clouds",low quality,2.5,butterfly,'cat'
682,IllusionAnimals_683,"Tropical river meets sandstone canyon, green vines climb towering walls",low quality,2.5,deer,'elephant'
562,IllusionAnimals_563,A hauntingly beautiful graveyard shrouded in fog,low quality,2.5,horse,'cat'
461,IllusionAnimals_462,Baby turtle emerging from its shell into ocean waves,low quality,2.5,elephant,'fish'
446,IllusionAnimals_447,A classic car driving along a coastal highway,low quality,2.5,elephant,'elephant'
481,IllusionAnimals_482,Sloth hanging nonchalantly from branch in Central America,low quality,2.5,elephant,'cat'
66,IllusionAnimals_67,A joyous birthday celebration with candles and cake,low quality,2.5,cat,'No illusion'
668,IllusionAnimals_669,A bear fishing in a river at sunset,low quality,2.5,deer,'No illusion'
598,IllusionAnimals_599,A peaceful rice terrace overlooking a tranquil valley,low quality,2.5,horse,'elephant'
332,IllusionAnimals_333,A winter solstice bonfire warming hearts,low quality,2.5,butterfly,'deer'
864,IllusionAnimals_865,A vast savanna with a herd of elephants,low quality,2.5,fish,'elephant'
513,IllusionAnimals_514,Tranquil forest with birds singing in the canopy,low quality,2.5,horse,'No illusion'
160,IllusionAnimals_161,Mesmerizing Milky Way galaxy twinkling brightly,low quality,2.5,dog,'cat'
862,IllusionAnimals_863,A starry night sky over a calm ocean,low quality,2.5,fish,'fish'
229,IllusionAnimals_230,"Golden light paints meadow grass, mountains rise imposingly, river reflects rainbow hues",low quality,2.5,pigeon,'deer'
422,IllusionAnimals_423,Lenticular clouds hovering above Andean peaks,low quality,2.5,elephant,'elephant'
244,IllusionAnimals_245,A colorful hot air balloon festival filling the sky with hues,low quality,2.5,pigeon,'fish'
37,IllusionAnimals_38,"Electrified waterfalls cascade, neon rivers reflect rainbow shades, luminous birds serenade",low quality,2.5,cat,'deer'
32,IllusionAnimals_33,A majestic iceberg floating in a frigid arctic sea,low quality,2.5,cat,'elephant'
508,IllusionAnimals_509,A Labor Day picnic spending quality time,low quality,2.5,horse,'cat'
308,IllusionAnimals_309,A Guru Nanak Jayanti langar serving equality,low quality,2.5,butterfly,'elephant'
837,IllusionAnimals_838,Black bear foraging berries in Canadian forests,low quality,2.5,fish,'bear'
621,IllusionAnimals_622,A starry night sky over a tranquil lake,low quality,2.5,deer,'No illusion'
673,IllusionAnimals_674,"Sunset over calm ocean, with silhouette of palm trees",low quality,2.5,deer,'No illusion'
73,IllusionAnimals_74,A thrilling rodeo showcase featuring skilled cowboys,low quality,2.5,cat,'horse'
546,IllusionAnimals_547,"Golden waves meet silver foam, city lights reflect in gentle glow, birds dance in silent storm",low quality,2.5,horse,'horse'
875,IllusionAnimals_876,A vast desert landscape with towering sand dunes,low quality,2.5,fish,'snake'
82,IllusionAnimals_83,A serene pagoda amid a peaceful Zen garden,low quality,2.5,cat,'deer'
153,IllusionAnimals_154,A spooky haunted house with creaking doors and ghostly figures,low quality,2.5,dog,'No illusion'
393,IllusionAnimals_394,A charming vineyard with rows of grapevines stretching towards the horizon,low quality,2.5,butterfly,'elephant'
580,IllusionAnimals_581,A lone sailboat drifting peacefully on calm waters,low quality,2.5,horse,'fish'
383,IllusionAnimals_384,A surreal landscape with floating islands,low quality,2.5,butterfly,'fish'
615,IllusionAnimals_616,"Spiral staircase ascends towering crystal tower, city lights twinkle below",low quality,2.5,deer,'cat'
907,IllusionAnimals_908,Tropical storm forming off distant Caribbean island,low quality,2.5,rooster,'elephant'
115,IllusionAnimals_116,A distant futuristic city with floating buildings,low quality,2.5,dog,'No illusion'
794,IllusionAnimals_795,A vast desert under the twilight sky,low quality,2.5,snake,'deer'
