,image_name,Pprompt,Nprompt,illusion_strength,label,gpt-4o
231,Mnist_232,An alien landscape with strange rock formations and glowing plants.,low quality,1.5,3,'digit 5'
197,Mnist_198,A picturesque vineyard at sunset with the sky painted in hues.,low quality,1.5,6,'digit 5'
904,Mnist_905,"Forest stream meets rocky falls, sunlight filters through canopy",low quality,1.5,0,'No illusion'
340,Mnist_341,Snowy mountain landscape with a frozen lake,low quality,1.5,5,'digit 8'
391,Mnist_392,A steamy jungle with lush foliage and exotic wildlife,low quality,1.5,8,'No illusion'
714,Mnist_715,A Memorial Day barbecue sharing good food,low quality,1.5,8,'No illusion'
887,Mnist_888,A tranquil pond with lily pads and colorful koi fish,low quality,1.5,3,'digit 5'
848,Mnist_849,A breathtaking hot air balloon ride over vineyards,low quality,1.5,1,'digit 3'
912,Mnist_913,"Mountain meets lake reflection, sunlight dances on ripples, birds flutter over water",low quality,1.5,3,'digit 2'
502,Mnist_503,Snowy owl perched on frozen tree branch,low quality,1.5,5,'digit 8'
562,Mnist_563,A sunset over a golden wheat field,low quality,1.5,9,'digit 8'
293,Mnist_294,A bustling street market with vendors selling exotic spices and textiles,low quality,1.5,2,'digit 1'
1068,Mnist_1069,A hidden cave entrance obscured by overgrown vines and moss,low quality,1.5,8,'digit 3'
365,Mnist_366,A futuristic city with skyscrapers and flying cars,low quality,1.5,0,'digit 9'
244,Mnist_245,A spooky graveyard with mist swirling around old tombstones.,low quality,1.5,2,No illusion
546,Mnist_547,A charming vineyard with rows of grapevines stretching towards the horizon,low quality,1.5,0,'digit 8'
933,Mnist_934,A majestic bridge spanning a wide river,low quality,1.5,3,'digit 2'
619,Mnist_620,**Scene:** A tranquil valley with a winding river and lush greenery,low quality,1.5,1,'digit 2'
337,Mnist_338,A snowy forest with deer grazing on the fresh white snow,low quality,1.5,7,'digit 1'
356,Mnist_357,A bustling marketplace with colorful stalls and vibrant street food vendors,low quality,1.5,5,'digit 3'
360,Mnist_361,Peacocks strutting proudly,low quality,1.5,4,'digit 6'
983,Mnist_984,Double rainbow arching over flooded rice terraces,low quality,1.5,8,'No illusion'
711,Mnist_712,A serene forest with a twinkling stream,low quality,1.5,5,No illusion
890,Mnist_891,Foggy graveyard with crooked tombstones under moonlight,low quality,1.5,3,'No illusion'
458,Mnist_459,A dense forest with lofty mountains and a meandering river,low quality,1.5,8,'digit 2'
10,Mnist_11,A bustling city street filled with colorful shops and pedestrians.,low quality,1.5,0,No illusion
89,Mnist_90,A sunflower maze stretching as far as the eye can see.,low quality,1.5,1,'No illusion'
679,Mnist_680,Palm fringed beach paradise,low quality,1.5,7,No illusion
654,Mnist_655,Mesmerizing Milky Way galaxy twinkling brightly,low quality,1.5,5,'digit 3'
496,Mnist_497,A futuristic city with skyscrapers and flying cars,low quality,1.5,9,'No illusion'
163,Mnist_164,An abandoned castle looming over a stormy sea,low quality,1.5,4,'digit 3'
536,Mnist_537,A serene meadow with wildflowers and a gentle breeze,low quality,1.5,2,No illusion
917,Mnist_918,A serene lake surrounded by lush green forests,low quality,1.5,7,'No illusion'
829,Mnist_830,"A lone astronaut floats through space, constellations forming a majestic path",low quality,1.5,4,'No illusion'
324,Mnist_325,Golden wheat field swaying in gentle breeze,low quality,1.5,0,'digit 5'
799,Mnist_800,An abandoned castle looming over a stormy sea,low quality,1.5,2,'No illusion'
1015,Mnist_1016,A colorful coral reef teeming with diverse marine life,low quality,1.5,4,'digit 8'
494,Mnist_495,A cheerful family reunion bringing loved ones together,low quality,1.5,7,'digit 8'
1075,Mnist_1076,Tranquil meadow with wildflowers and distant hills,low quality,1.5,5,'No illusion'
556,Mnist_557,"Neon rays illuminate a futuristic city, reflecting off robots and sleek structures",low quality,1.5,4,'No illusion'
1065,Mnist_1066,Aurora borealis dancing above Arctic Circle,low quality,1.5,8,'digit 4'
1023,Mnist_1024,A peaceful rice terrace overlooking a tranquil valley,low quality,1.5,4,'No illusion'
128,Mnist_129,A serene temple high in the misty mountains.,low quality,1.5,8,'digit 6'
1002,Mnist_1003,A verdant jungle with towering mountains and a winding river,low quality,1.5,2,'No illusion'
945,Mnist_946,A field of sunflowers with a rainbow,low quality,1.5,2,'digit 0'
821,Mnist_822,A dragon flying over a snowy forest,low quality,1.5,0,No illusion
278,Mnist_279,A futuristic space station orbiting Earth,low quality,1.5,2,'digit 7'
861,Mnist_862,Colorful coral reef teeming with exotic marine life,low quality,1.5,6,'digit 0'
1108,Mnist_1109,A steampunk world powered by gears and clockworks,low quality,1.5,9,'No illusion'
