image_name,Pprompt,Nprompt,illusion_strength,label,raw_itc_answers,ill_itc_answers,ill_less_itc_answers,ill_filtered_itc_answers,ill_less_filtered_itc_answers
FashionMnist_17,"Ancient tree roots intertwining across the moonlit forest floor, moonlight filtering through branches",low quality,1.5,2,Coat,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_18,A bustling city street with neon lights and busy shops,low quality,1.5,4,Pullover,illusion Trouser,no illusion,illusion Pullover,no illusion
FashionMnist_19,"Crystal river cuts through granite canyon, sunlight reflects off water, rainbow emerges",low quality,1.5,8,Bag,illusion Ankle boot,no illusion,illusion Bag,no illusion
FashionMnist_20,"Whirlwind of ice crystals, frozen waterfall cascades over towering rock",low quality,1.5,0,T-shirt/top,illusion Pullover,no illusion,illusion Dress,illusion Dress
FashionMnist_21,"Neon light reflects off waves, futuristic city lights twinkle in distance",low quality,1.5,2,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_22,A Chinese New Year Lion Dance welcoming prosperity,low quality,1.5,5,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,illusion Bag
FashionMnist_23,A peaceful cottage in a forest glade,low quality,1.5,7,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,illusion Sandal
FashionMnist_24,A secret garden hidden behind a hidden door in a wall,low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,illusion Trouser
FashionMnist_25,"A vast, green meadow with wildflowers and a rainbow",low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_26,"Dinosaurs roam dusty plains, glowing volcanic mountains pierce the twilight sky",low quality,1.5,4,Pullover,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_27,"Eerie silence surrounds snow-covered forest, glowing moon casts long shadows",low quality,1.5,6,Pullover,illusion Pullover,no illusion,illusion Shirt,no illusion
FashionMnist_28,"Ghostly figures haunting a derelict library, lit by candlelight",low quality,1.5,0,Dress,illusion Dress,illusion Sandal,illusion Trouser,no illusion
FashionMnist_29,A spaceship hovering over a futuristic city,low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,illusion Bag
FashionMnist_30,A serene waterfall hidden deep in a dense forest,low quality,1.5,3,Dress,illusion T-shirt/top,no illusion,illusion T-shirt/top,no illusion
FashionMnist_31,A sunset over a vast desert with sand dunes and a lone camel,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,no illusion
FashionMnist_32,A dramatic thunderstorm with lightning striking in the distance,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,no illusion
FashionMnist_33,"Silent mountains embrace turquoise lake, sunlight paints ripples",low quality,1.5,3,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Coat
FashionMnist_34,A secret garden hidden behind a hidden door in a wall,low quality,1.5,3,Dress,illusion T-shirt/top,illusion Trouser,illusion Trouser,illusion Dress
FashionMnist_35,Serene Japanese garden with cherry blossoms and koi pond,low quality,1.5,8,Pullover,illusion Pullover,no illusion,illusion Bag,no illusion
FashionMnist_36,"Cyber vines crawl through metal trees, reflections shimmer on artificial seas, birds cast neon hues",low quality,1.5,0,Pullover,illusion Coat,no illusion,illusion T-shirt/top,illusion Shirt
FashionMnist_37,A medieval castle perched on a cliff overlooking the ocean,low quality,1.5,7,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,illusion Sandal
FashionMnist_38,A jungle with mountains and river,low quality,1.5,5,Bag,illusion Sandal,no illusion,illusion Sandal,illusion Sandal
FashionMnist_39,A vast expanse of desert dunes at sunset,low quality,1.5,7,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,no illusion
FashionMnist_40,A majestic sunset over a tranquil forest,low quality,1.5,9,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,no illusion
FashionMnist_41,A mystical desert oasis with palm trees and cool water,low quality,1.5,6,T-shirt/top,illusion Dress,no illusion,illusion Pullover,no illusion
FashionMnist_42,"Starry sea reflects on metallic waves, futuristic city emerging from the depths",low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Trouser
FashionMnist_43,A busy marketplace filled with colorful stalls,low quality,1.5,3,Dress,illusion Trouser,no illusion,illusion Trouser,illusion Trouser
FashionMnist_44,Quaint cobblestone alleyway in old European town,low quality,1.5,7,Ankle boot,illusion Shirt,no illusion,illusion Ankle boot,no illusion
FashionMnist_45,A colorful sunset over a calm sea,low quality,1.5,6,T-shirt/top,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_46,"Frozen lake frozen over, snow-covered mountains reflected in the surface",low quality,1.5,7,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,no illusion
FashionMnist_47,A majestic iceberg floating in a frigid arctic sea,low quality,1.5,2,Shirt,illusion Pullover,illusion Shirt,illusion Pullover,illusion Pullover
FashionMnist_48,"Serene underwater city bathed in bioluminescent light, creatures floating gracefully",low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Trouser
FashionMnist_49,An ancient temple hidden in the depths of a jungle,low quality,1.5,2,Bag,illusion Bag,no illusion,illusion Pullover,illusion Trouser
FashionMnist_50,"A majestic sunrise illuminates the mountains, casting long shadows over valleys below",low quality,1.5,2,T-shirt/top,illusion Bag,no illusion,illusion T-shirt/top,no illusion
FashionMnist_51,A whimsical carnival with colorful tents and a merry-go-round,low quality,1.5,4,Pullover,illusion Pullover,no illusion,illusion Shirt,illusion Sandal
FashionMnist_52,"A thunderstorm over a dark, brooding sea",low quality,1.5,4,Pullover,illusion Pullover,no illusion,illusion T-shirt/top,illusion Sandal
FashionMnist_53,Sandy shore strewn with driftwood,low quality,1.5,5,Ankle boot,illusion Sandal,no illusion,illusion Sandal,illusion Sandal
FashionMnist_54,A grand castle perched atop a hill overlooking a medieval town,low quality,1.5,8,Bag,illusion Pullover,no illusion,illusion Bag,illusion Bag
FashionMnist_55,A winter solstice bonfire warming hearts,low quality,1.5,2,Pullover,illusion T-shirt/top,no illusion,illusion T-shirt/top,illusion Sandal
FashionMnist_56,A bear fishing in a river at sunset,low quality,1.5,2,Pullover,illusion Dress,no illusion,illusion Pullover,no illusion
FashionMnist_57,Glittering icicles hanging precariously off ledge,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,illusion Bag
FashionMnist_58,"A lone astronaut floats through space, constellations forming a majestic path",low quality,1.5,4,T-shirt/top,illusion T-shirt/top,no illusion,illusion T-shirt/top,no illusion
FashionMnist_59,Swirling vortex of light and shadows over a deserted city,low quality,1.5,8,Bag,illusion Ankle boot,no illusion,illusion Bag,illusion Sandal
FashionMnist_60,"Glowing sandstone cliffs illuminate desert canyon, shimmering sand dunes reflecting light",low quality,1.5,0,T-shirt/top,illusion T-shirt/top,no illusion,illusion T-shirt/top,no illusion
FashionMnist_61,African wild dog hunting impala,low quality,1.5,7,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,no illusion
FashionMnist_62,A neon cyberpunk street at night,low quality,1.5,7,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,no illusion
FashionMnist_63,A colorful hot air balloon floating over a patchwork landscape,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,no illusion
FashionMnist_64,Tranquil mountains overlooking a lush jungle and flowing river,low quality,1.5,5,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,no illusion
FashionMnist_65,Two kids playing in a park,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_66,A forest with tall trees and a flowing river,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_67,"Dense forest canopy, sunlight filters through, river winds through valleys",low quality,1.5,2,Pullover,illusion T-shirt/top,no illusion,illusion Dress,no illusion
FashionMnist_68,A vast green meadowland with a cottage in the distance,low quality,1.5,3,Dress,illusion Trouser,no illusion,illusion Trouser,illusion Sandal
FashionMnist_69,"Neon reflections on wet streets in a futuristic city, towering structures reaching for the clouds",low quality,1.5,9,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,no illusion
FashionMnist_70,Galaxy with supernova explosion,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,no illusion
FashionMnist_71,A peaceful lake surrounded by snow capped mountains,low quality,1.5,7,Sandal,illusion Ankle boot,no illusion,illusion Sandal,no illusion
FashionMnist_72,"Sunbeams peek through canopy leaves, river whispers secrets in the wind, birds dance in harmonious circles",low quality,1.5,0,T-shirt/top,illusion Bag,no illusion,illusion T-shirt/top,no illusion
FashionMnist_73,A charming cottage covered in ivy with a thatched roof,low quality,1.5,2,Pullover,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_74,"Foggy lake, ancient trees reach limbs, morning sun paints ripples",low quality,1.5,6,T-shirt/top,illusion Dress,no illusion,illusion Dress,no illusion
FashionMnist_75,Glowing fungi illuminate a decaying castle under a moonlit forest,low quality,1.5,2,T-shirt/top,illusion T-shirt/top,no illusion,illusion T-shirt/top,illusion Ankle boot
FashionMnist_76,A majestic bald eagle soaring overhead,low quality,1.5,3,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_77,A serene temple nestled in the heart of a tranquil garden,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Sandal
FashionMnist_78,"Sun-drenched meadow meets winding waterfall, cradled by rolling hills",low quality,1.5,2,Pullover,illusion Pullover,no illusion,illusion Pullover,illusion Sandal
FashionMnist_79,Ocean wave curling gracefully onto beach,low quality,1.5,8,Bag,illusion Ankle boot,no illusion,illusion Bag,illusion Sandal
FashionMnist_80,A Memorial Day barbecue sharing good food,low quality,1.5,4,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_81,A neon cyberpunk street at night,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_82,"Eerie silence surrounds snowy mountains, glowing moon casts long shadows",low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,no illusion
FashionMnist_83,Puffin taking flight from coastal cliffs,low quality,1.5,5,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_84,Eerie underwater lab with glowing fish and abandoned research equipment,low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_85,"A majestic sunrise illuminates the mountains, casting long shadows over valleys below",low quality,1.5,5,Ankle boot,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_86,A quaint village nestled in a lush valley surrounded by mountains,low quality,1.5,0,Shirt,illusion T-shirt/top,no illusion,illusion T-shirt/top,illusion Sandal
FashionMnist_87,A picturesque vineyard at sunset with the sky painted in hues,low quality,1.5,3,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_88,"Eerie silence hangs over abandoned factory, moonlight bathes ghostly figures",low quality,1.5,2,Pullover,illusion Pullover,no illusion,illusion Shirt,no illusion
FashionMnist_89,A majestic waterfall plunging into a misty abyss,low quality,1.5,0,T-shirt/top,illusion Coat,illusion Trouser,illusion T-shirt/top,illusion Trouser
FashionMnist_90,A cozy cafe on a rainy day,low quality,1.5,6,Pullover,illusion Pullover,no illusion,illusion T-shirt/top,illusion Bag
FashionMnist_91,A magnificent sunset over the ocean with sailboats,low quality,1.5,5,Bag,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_92,A sunset over a golden wheat field,low quality,1.5,3,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_93,A medieval castle standing proudly atop a hill,low quality,1.5,6,T-shirt/top,illusion Shirt,no illusion,illusion Dress,illusion Sandal
FashionMnist_94,A secluded cabin nestled in a snowy forest,low quality,1.5,7,Bag,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_95,A futuristic city with flying cars and skyscrapers,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_96,A lush green forest with sunlight shining through the canopy,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,no illusion
FashionMnist_97,"Dense forest meets mountain peaks, sunlight filters through leaves in spiral patterns, birds call to each other",low quality,1.5,0,Shirt,illusion Dress,no illusion,illusion Dress,no illusion
FashionMnist_98,A desert with a lake in the middle,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_99,"Neon river flowing through a futuristic city, reflecting towering structures",low quality,1.5,4,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_100,A serene meditation session in calming woods,low quality,1.5,2,Pullover,illusion Pullover,no illusion,illusion T-shirt/top,no illusion
FashionMnist_101,A mystical floating island in a sea of clouds,low quality,1.5,3,Trouser,illusion T-shirt/top,no illusion,illusion Trouser,no illusion
FashionMnist_102,A captivating circus performance beneath big top tent,low quality,1.5,6,Shirt,illusion Pullover,no illusion,illusion T-shirt/top,illusion Sandal
FashionMnist_103,A serene lake reflecting the fiery colors of a setting sun,low quality,1.5,7,Ankle boot,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_104,A Guru Nanak Jayanti langar serving equality,low quality,1.5,2,T-shirt/top,illusion T-shirt/top,no illusion,illusion Dress,no illusion
FashionMnist_105,A magical unicorn grazing in a lush meadow,low quality,1.5,7,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_106,A beach with palm trees and a sunset,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,illusion Sandal
FashionMnist_107,A lush garden overflowing with blooming roses,low quality,1.5,5,Bag,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_108,"Windswept dunes meeting turquoise sea, rolling waves foam and crest",low quality,1.5,9,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,illusion Sandal
FashionMnist_109,Cheetah sprinting swiftly,low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_110,A foggy forest with tall trees and a winding path,low quality,1.5,4,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_111,"Golden light meets mountain frame, river meets ocean flame, birds sing in joyful game",low quality,1.5,2,Pullover,illusion Pullover,no illusion,illusion T-shirt/top,no illusion
FashionMnist_112,A forest with tall trees and a flowing river,low quality,1.5,5,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,no illusion
FashionMnist_113,A hidden waterfall cascading into a crystal-clear pool,low quality,1.5,7,Sandal,illusion Sandal,no illusion,illusion Sandal,illusion Trouser
FashionMnist_114,Night sky filled with bright stars,low quality,1.5,0,T-shirt/top,illusion Pullover,no illusion,illusion T-shirt/top,illusion Sandal
FashionMnist_115,A serene temple nestled in the heart of a tranquil garden,low quality,1.5,5,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_116,A serene beach with a colorful sunset,low quality,1.5,2,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_117,A relaxing hot spring surrounded by nature,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,illusion Sandal
FashionMnist_118,Cozy cabin nestled among snow-covered pine trees,low quality,1.5,6,T-shirt/top,illusion Trouser,no illusion,illusion Shirt,no illusion
FashionMnist_119,A tranquil pond with lily pads and colorful koi fish,low quality,1.5,7,Sandal,illusion Sandal,no illusion,illusion Sandal,illusion Sandal
FashionMnist_120,"Ancient cave entrance, stalactites glow, sunlight filters through dusty air",low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,illusion Sandal
FashionMnist_121,A forest with tall trees and dense undergrowth,low quality,1.5,0,T-shirt/top,illusion Shirt,no illusion,illusion T-shirt/top,no illusion
FashionMnist_122,Windswept dunes meet turquoise waves at sunset,low quality,1.5,0,T-shirt/top,illusion Pullover,no illusion,illusion Dress,no illusion
FashionMnist_123,"A vibrant forest glows with bioluminescent light, revealing glowing mushrooms and paths",low quality,1.5,9,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,illusion Trouser
FashionMnist_124,A serene meadow with colorful wildflowers,low quality,1.5,9,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,no illusion
FashionMnist_125,A whimsical garden filled with oversized flowers,low quality,1.5,3,Dress,illusion Dress,no illusion,illusion Trouser,no illusion
FashionMnist_126,"Golden meadow meets waterfall cascade, mountain silhouette looms",low quality,1.5,0,Shirt,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_127,A bustling marketplace filled with colorful fruits and spices,low quality,1.5,8,Bag,illusion Pullover,no illusion,illusion Bag,illusion Trouser
FashionMnist_128,A lush meadow beneath a bright blue summer sky,low quality,1.5,4,Pullover,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_129,Enchanted forest with mythical creatures,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Bag
FashionMnist_130,Serene forest with sparkling river and majestic mountains,low quality,1.5,5,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,no illusion
FashionMnist_131,Tranquil meadow with wildflowers and distant hills,low quality,1.5,4,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_132,A starry night sky with a rocket ship blasting off towards a distant planet,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Sandal
FashionMnist_133,A charming cottage covered in ivy,low quality,1.5,9,Ankle boot,illusion Ankle boot,illusion T-shirt/top,illusion Ankle boot,illusion Pullover
FashionMnist_134,Frosted autumn leaf on fire-weed plant,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_135,"Whipped cream dream swirls around ballerina, city lights twinkle like stars",low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,no illusion
FashionMnist_136,"Gentle waves lap against sandy beach, distant storm glows clouds over mountains",low quality,1.5,6,T-shirt/top,illusion T-shirt/top,no illusion,illusion Dress,illusion Sandal
FashionMnist_137,A winding river snaking through a lush green landscape,low quality,1.5,2,Shirt,illusion T-shirt/top,no illusion,illusion T-shirt/top,no illusion
FashionMnist_138,"Mountain lake reflects snow-capped peaks, wildflowers dance on surface",low quality,1.5,1,Trouser,illusion Trouser,illusion Pullover,illusion Trouser,illusion Bag
FashionMnist_139,Lion pride resting under acacia tree,low quality,1.5,2,Dress,illusion T-shirt/top,no illusion,illusion Trouser,no illusion
FashionMnist_140,A cozy living room with a fireplace and Christmas tree,low quality,1.5,5,Bag,illusion Sandal,no illusion,illusion Ankle boot,no illusion
FashionMnist_141,A festive holiday parade down Main Street,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_142,A spaceship descends towards a lush jungle planet,low quality,1.5,0,T-shirt/top,illusion Pullover,no illusion,illusion Dress,illusion Sandal
FashionMnist_143,A lighthouse amidst a green landscape with the sea behind,low quality,1.5,0,Dress,illusion Pullover,no illusion,illusion Dress,no illusion
FashionMnist_144,A colorful sunset over a calm beautiful lake,low quality,1.5,0,T-shirt/top,illusion Pullover,no illusion,illusion Dress,no illusion
FashionMnist_145,Eerie underwater lab with glowing fish and abandoned research equipment,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Sandal
FashionMnist_146,Vibrant city at night with neon lights,low quality,1.5,6,Pullover,illusion Pullover,no illusion,illusion Shirt,illusion Trouser
FashionMnist_147,"A foggy forest with twisting, moss-covered trees",low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_148,A majestic iceberg floating in a frigid arctic sea,low quality,1.5,6,Trouser,illusion Pullover,no illusion,illusion Trouser,illusion Sandal
FashionMnist_149,A magical fairytale forest filled with unicorns,low quality,1.5,2,Shirt,illusion Shirt,no illusion,illusion Pullover,illusion Sandal
FashionMnist_150,Tranquil forest clearing with sunlight streaming through canopy,low quality,1.5,2,T-shirt/top,illusion Shirt,no illusion,illusion Dress,no illusion
FashionMnist_151,A field of sunflowers stretching as far as the eye can see,low quality,1.5,4,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_152,Peacocks strutting proudly,low quality,1.5,4,Shirt,illusion T-shirt/top,no illusion,illusion Coat,no illusion
FashionMnist_153,A steamy jungle with lush foliage and exotic wildlife,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_154,"Gentle waves lap sandy shores, towering waves crash against ancient cliffs",low quality,1.5,4,Dress,illusion T-shirt/top,no illusion,illusion Dress,illusion Sandal
FashionMnist_155,A fiery sunset over a tranquil lake,low quality,1.5,5,Ankle boot,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_156,A tranquil Zen garden with raked sand and stone sculptures,low quality,1.5,0,T-shirt/top,illusion T-shirt/top,no illusion,illusion Dress,illusion Sandal
FashionMnist_157,Tranquil pond in the forest surrounded by trees,low quality,1.5,4,Dress,illusion Dress,no illusion,illusion Dress,illusion Trouser
FashionMnist_158,A bustling night market fills the air with vibrant lights and whispering conversations,low quality,1.5,7,Ankle boot,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_159,A man holding a dog on a winter night,low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_160,A haunted mansion shrouded in ghostly mist,low quality,1.5,3,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_161,A creepy abandoned asylum with boarded up windows and rusted gates,low quality,1.5,7,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,no illusion
FashionMnist_162,"Golden light meets mountain frame, river meets ocean flame, birds sing in joyful game",low quality,1.5,2,Shirt,illusion Dress,no illusion,illusion Pullover,no illusion
FashionMnist_163,A lonely house on the moonlit hill,low quality,1.5,3,Dress,illusion T-shirt/top,no illusion,illusion Dress,no illusion
FashionMnist_164,A glowing meadow with floating rocks and a waterfall,low quality,1.5,9,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,illusion Sandal
FashionMnist_165,A spooky graveyard with ancient headstones and gnarled trees,low quality,1.5,0,Dress,illusion Bag,no illusion,illusion T-shirt/top,no illusion
FashionMnist_166,"A cascading waterfall illuminates the canyon with glowing light, shadow dancing over rocks",low quality,1.5,9,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,no illusion
FashionMnist_167,Majestic castle standing proudly on cliffside,low quality,1.5,4,Pullover,illusion T-shirt/top,no illusion,illusion Shirt,illusion Bag
FashionMnist_168,A bear fishing in a river at sunset,low quality,1.5,7,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,no illusion
FashionMnist_169,"Neon lights illuminate futuristic robots, reflection shimmering on crystalline lake",low quality,1.5,4,Pullover,illusion Pullover,no illusion,illusion Pullover,illusion Ankle boot
FashionMnist_170,"Gentle waves lap sandy shores, towering waves crash against ancient cliffs",low quality,1.5,2,Pullover,illusion T-shirt/top,no illusion,illusion Pullover,illusion Sandal
FashionMnist_171,City in the middle of a desert,low quality,1.5,0,T-shirt/top,illusion T-shirt/top,no illusion,illusion T-shirt/top,illusion Sandal
FashionMnist_172,Panther (Leopard) moving sinuously through rainforest undergrowth,low quality,1.5,5,Trouser,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_173,Lightning striking during stormy weather,low quality,1.5,2,Bag,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_174,A sunflower maze stretching as far as the eye can see,low quality,1.5,1,Trouser,illusion Trouser,illusion Sandal,illusion Trouser,no illusion
FashionMnist_175,"Glowing fungi illuminate cavern entrance, vines draped like curtains inside",low quality,1.5,2,Pullover,illusion Shirt,no illusion,illusion Pullover,illusion T-shirt/top
FashionMnist_176,"Neon glow illuminates futuristic robot, star spackling behind glowing eyes",low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion T-shirt/top,illusion Bag
FashionMnist_177,A cozy cabin nestled in a snowy forest,low quality,1.5,3,Trouser,illusion Dress,no illusion,illusion Trouser,no illusion
FashionMnist_178,A colossal city covered in smog,low quality,1.5,0,Shirt,illusion Shirt,no illusion,illusion T-shirt/top,illusion Sandal
FashionMnist_179,A misty forest filled with towering redwoods,low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,illusion Trouser
FashionMnist_180,A busy marketplace filled with colorful stalls,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Trouser
FashionMnist_181,Sun-drenched wasteland with shattered robots and crumbling structures,low quality,1.5,0,Shirt,illusion Pullover,no illusion,illusion Dress,no illusion
FashionMnist_182,"Eerie desert town, skeletal structures cast long shadows under storm clouds",low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,no illusion
FashionMnist_183,"An ancient temple overgrown with vines, sunlight filtering through crumbled stones",low quality,1.5,3,Dress,illusion Pullover,no illusion,illusion Dress,no illusion
FashionMnist_184,A quaint village nestled amidst rolling hills,low quality,1.5,6,Pullover,illusion Pullover,illusion Sandal,illusion Pullover,illusion Sandal
FashionMnist_185,A bustling harbor filled with fishing boats and seagulls,low quality,1.5,7,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,illusion Bag
FashionMnist_186,A sunset over a vast desert with sand dunes and a lone camel,low quality,1.5,9,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,no illusion
