image_name,Pprompt,Nprompt,illusion_strength,label,raw_answer,ill_answer,illless_answer,ill_filter_answer,illless_filter_answer
IllusionAnimals_68,Clouds parting to reveal brilliant sunlight,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,illusion animal fish
IllusionAnimals_69,"Soft moonlight shines on river's surface, reflecting off swaying willow branches",low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_70,A green meadow with a stream in the distance,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_71,Colorful tents dotting a music festival campground,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,illusion animal cat
IllusionAnimals_72,A dark forest with a glowing mushroom,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_73,Meteor streaking across starry night sky,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,illusion animal snake
IllusionAnimals_74,A thrilling rodeo showcase featuring skilled cowboys,low quality,2.5,cat,cat,illusion animal cat,illusion animal horse,illusion animal cat,illusion animal dog
IllusionAnimals_75,Aurora borealis dancing above Arctic Circle,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,illusion animal cat
IllusionAnimals_76,"Sunbeams break through forest canopy, river flows calmly, birds flit between branches",low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_77,A green meadow with a stream in the distance,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_78,A cozy fireplace crackling in a rustic log cabin,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_79,A peaceful field with a wooden fence and blooming flowers,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_80,Gentle waves guide small boats through hidden mangrove forest,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_81,A lively carnival with bright tents and rides,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,illusion animal fish
IllusionAnimals_82,Walrus haulout on icy coastline,low quality,2.5,cat,cat,illusion animal cat,illusion animal dog,illusion animal cat,illusion animal fish
IllusionAnimals_83,A serene pagoda amid a peaceful Zen garden,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_84,A dramatic thunderstorm with lightning striking in the distance,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_85,An ancient castle perched on a hilltop,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal dog,illusion animal cat
IllusionAnimals_86,"Gentle waves lap against sandy beach, distant storm glows clouds over mountains",low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_87,A vast desert with a towering canyon in the distance,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_88,Snowy owl perched on frozen tree branch,low quality,2.5,cat,cat,illusion animal cat,illusion animal pigeon,illusion animal cat,illusion animal dog
IllusionAnimals_89,A sunset over a vast desert with sand dunes and a lone camel,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,illusion animal dog
IllusionAnimals_90,Giraffes grazing peacefully,low quality,2.5,cat,cat,illusion animal cat,illusion animal horse,illusion animal cat,illusion animal dog
IllusionAnimals_91,A bustling harbor with fishing boats and seagulls circling overhead,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_92,Palm fringed beach paradise,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,illusion animal dog
IllusionAnimals_93,Wallaby hopping energetically through Australian bushland,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,illusion animal cat
IllusionAnimals_94,A hauntingly beautiful graveyard shrouded in fog,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_95,A Ramadan Iftar meal breaking fast lovingly,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_96,A magical unicorn grazing in a lush meadow,low quality,2.5,cat,cat,illusion animal cat,illusion animal horse,illusion animal cat,illusion animal dog
IllusionAnimals_97,"Neon city zoomed at night, palm trees reaching sky's edge",low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_98,Starry night blanketed by snow,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_99,A peaceful meadow with a flowing river and mountains in the distance,low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_100,"A glowing river flows through a hidden canyon, sunlight reflecting off ancient walls",low quality,2.5,cat,cat,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_101,"Flowing lava illuminates cavern walls, ancient hieroglyphs etched into rock",low quality,2.5,dog,dog,illusion animal cat,no illusion animal,illusion animal cat,illusion animal snake
IllusionAnimals_102,A rustic barn surrounded by fields of golden wheat,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal fish
IllusionAnimals_103,A magnificent ice hotel made entirely of snow,low quality,2.5,dog,dog,illusion animal dog,illusion animal fish,illusion animal dog,illusion animal dog
IllusionAnimals_104,A tranquil zen garden crafted from stones and plants,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_105,A person standing in a field of colorful flowers,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_106,A serene lakeside with a wooden dock and lush green trees,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_107,A charming European town square bathed in warm light,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_108,A woman in a field of flowers at sunrise,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal dog
IllusionAnimals_109,A sunrise in the savanna,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal fish
IllusionAnimals_110,A vibrant sunset over a tranquil lake,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_111,A dark forest with an old man sitting by a lake,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal cat
IllusionAnimals_112,"A beach with umbrella, sun and ocean",low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal cat
IllusionAnimals_113,A woman playing the guitar by the campfire,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal dog
IllusionAnimals_114,A magnificent ice hotel made entirely of snow,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_115,"Silent valley bathed in golden sunlight, river meanders below",low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_116,A distant futuristic city with floating buildings,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_117,A vast green meadowland with a cottage in the distance,low quality,2.5,dog,dog,illusion animal fish,no illusion animal,illusion animal fish,no illusion animal
IllusionAnimals_118,"A beach with waves, sand, and palm trees",low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal dog
IllusionAnimals_119,Tranquil lake with a small wooden pier and mountains in the background,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal cat
IllusionAnimals_120,A lush green forest with sunlight shining through the canopy,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_121,A group of explorers in an ancient jungle,low quality,2.5,dog,dog,illusion animal cat,no illusion animal,illusion animal cat,no illusion animal
IllusionAnimals_122,A spooky haunted house on a hill,low quality,2.5,dog,dog,illusion animal cat,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_123,Wallaby hopping energetically through Australian bushland,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal pigeon
IllusionAnimals_124,"A vibrant sunset paints the desert landscape, casting long shadows over the towering dunes",low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_125,A Thanksgiving feast giving thanks and love,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_126,Verdant valley cradled by hills,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_127,A castle on a hill overlooking a village,low quality,2.5,dog,dog,illusion animal cat,no illusion animal,illusion animal cat,illusion animal cat
IllusionAnimals_128,A meadow filled with wildflowers and butterflies fluttering,low quality,2.5,dog,dog,illusion animal dog,illusion animal butterfly,illusion animal dog,no illusion animal
IllusionAnimals_129,Caracal leaping fluidly over rocky terrain,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal dog
IllusionAnimals_130,A man holding a dog on a winter night,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_131,A majestic snow-capped mountain towering above a glacier,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal fish
IllusionAnimals_132,Magnolia tree in full bloom,low quality,2.5,dog,dog,illusion animal pigeon,no illusion animal,illusion animal dog,illusion animal cat
IllusionAnimals_133,"Desolate desert landscape, shifting sands illuminated by distant stars",low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_134,Modern city apartment with large windows over looking city skyline,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_135,Cherry Blossoms fluttering softly,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_136,Vibrant sunset over tranquil beach,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_137,Vintage carnival with Ferris wheel against twilight sky,low quality,2.5,dog,dog,illusion animal horse,no illusion animal,illusion animal dog,illusion animal butterfly
IllusionAnimals_138,Gentle hummingbird hovering near sweet nectar,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal cat
IllusionAnimals_139,Forest of colossal mushrooms bathing the earth in bioluminescence,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal fish
IllusionAnimals_140,Cherry Blossoms fluttering softly,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal cat
IllusionAnimals_141,A mysterious cave entrance hidden behind a waterfall,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal dog
IllusionAnimals_142,A Halloween costume party embracing creativity,low quality,2.5,dog,dog,illusion animal cat,no illusion animal,illusion animal dog,illusion animal horse
IllusionAnimals_143,"Silent mountains embrace turquoise lake, sunlight paints ripples",low quality,2.5,dog,dog,illusion animal fish,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_144,A mystical forest filled with ancient trees and glowing mushrooms,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal dog
IllusionAnimals_145,"Neon rays illuminate a futuristic city, reflecting off robots and sleek structures",low quality,2.5,dog,dog,illusion animal cat,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_146,A crowded concert filled with cheering fans and flashing lights,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_147,"Ancient temple ruins under a desert sunset, dunes reflected in the shadows",low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal dog
IllusionAnimals_148,A golden sun setting over the vast ocean,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_149,Peaceful sunset over tranquil lake,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal cat
IllusionAnimals_150,A vast desert with a towering canyon in the distance,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_151,"A field of tulips in full bloom, swaying in the breeze",low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_152,A Navratri Garba Night dancing devotionally,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_153,A picturesque vineyard with rows of grapevines stretching out,low quality,2.5,dog,dog,illusion animal cat,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_154,A spooky haunted house with creaking doors and ghostly figures,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_155,A glowing meadow with floating rocks and a waterfall,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal fish
IllusionAnimals_156,Peaceful sunset over tranquil lake,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_157,A bustling carnival with colorful lights and rides,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_158,"Sunrise paints mountains golden, river meanders through valleys, birds sing in harmony",low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_159,"Meticulous patterns form in the falling leaves, sunlight illuminating the forest floor",low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_160,A majestic waterfall plunging into a misty abyss,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_161,Mesmerizing Milky Way galaxy twinkling brightly,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_162,A vibrant music festival brimming with energy,low quality,2.5,dog,dog,illusion animal cat,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_163,Snowy mountain landscape with a frozen lake,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal cat
IllusionAnimals_164,Hummingbird drinking nectar,low quality,2.5,dog,dog,illusion animal dog,illusion animal pigeon,illusion animal dog,illusion animal pigeon
IllusionAnimals_165,A fantasy castle with a moat and drawbridge,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal cat
IllusionAnimals_166,Butterfly alighting on flower,low quality,2.5,dog,dog,illusion animal dog,illusion animal butterfly,illusion animal dog,illusion animal butterfly
IllusionAnimals_167,Eerie underwater lab with glowing fish and abandoned research equipment,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_168,An ancient temple shrouded in mist on a remote mountain,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal cat
IllusionAnimals_169,"A forgotten boat rests beneath the waves, sunlight illuminating its weathered hull",low quality,2.5,dog,dog,illusion animal dog,illusion animal snake,illusion animal dog,illusion animal snake
IllusionAnimals_170,A lush meadow with wildflowers and butterflies,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal cat
IllusionAnimals_171,A delightful puppet show entertaining young audiences,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal elephant
IllusionAnimals_172,A bustling market square with vendors selling exotic spices and textiles,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_173,Wild horses running free in windswept grasslands,low quality,2.5,dog,dog,illusion animal dog,illusion animal horse,illusion animal dog,illusion animal horse
IllusionAnimals_174,A surrealist painting come to life,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal cat
IllusionAnimals_175,"Space station orbits Earth, glowing city lights twinkle below clouds",low quality,2.5,dog,dog,illusion animal pigeon,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_176,Shark fin slicing smoothly through deep blue sea,low quality,2.5,dog,dog,illusion animal dog,illusion animal fish,illusion animal dog,illusion animal fish
IllusionAnimals_177,Snow-capped mountains reflecting in a crystal-clear lake,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal fish
IllusionAnimals_178,Gentle hummingbird hovering near sweet nectar,low quality,2.5,dog,dog,illusion animal dog,illusion animal pigeon,illusion animal dog,illusion animal pigeon
IllusionAnimals_179,Bioluminescent plankton glowing in the surf,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_180,A mysterious forest in the middle of the night,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_181,A dramatic thunderstorm with lightning striking in the distance,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_182,Rainbow appearing after a summer rainstorm,low quality,2.5,dog,dog,illusion animal horse,no illusion animal,illusion animal dog,no illusion animal
IllusionAnimals_183,A sunrise in the savanna,low quality,2.5,dog,dog,illusion animal dog,no illusion animal,illusion animal dog,illusion animal fish
