image_name,Pprompt,Nprompt,illusion_strength,label,raw_answer,ill_answer,illless_answer,ill_fliter_answer,illless_filter_answer
IllusionAnimals_58,"Gentle waves meet volcanic cliffs, stars twinkle above",low quality,2.5,cat,cat,'horses','horses','horses','Cat'
IllusionAnimals_59,Clouds parting to reveal brilliant sunlight,low quality,2.5,cat,cat,'horses','clouds',"'dog, pigeon, butterfly, elephant, horse, snake, duck, bird'",'horses'
IllusionAnimals_60,A starry night sky with a rocket ship blasting off towards a distant planet,low quality,2.5,cat,cat,'horses','Cat',cat,'horses'
IllusionAnimals_61,"Serene meadow, wildflowers bloom, mountain range silhouettes the sky",low quality,2.5,cat,cat,'horses','horses',cat,'Cat'
IllusionAnimals_62,A mystical floating island in a sea of clouds,low quality,2.5,cat,cat,'Cat','horses','Cat',"'dog, pigeon, butterfly, elephant, horse, snake, duck, bird, rooster, deer, snake'"
IllusionAnimals_63,A vibrant city with a sparkling river and towering skyscrapers,low quality,2.5,cat,cat,The image is a cityscape with a bridge and a river.,'horses','Cat','horses'
IllusionAnimals_64,A sunset over a golden wheat field,low quality,2.5,cat,"'dog, pigeon, butterfly, elephant, deer, snake, bird, rooster, duck, and snake'. The image shows a brown cat sitting on the floor.",'Cat','Cat','Cat','Cat'
IllusionAnimals_65,A busy marketplace filled with colorful stalls,low quality,2.5,cat,cat,'Cat','Cat',cat,'Cat'
IllusionAnimals_66,A spooky graveyard with ancient headstones and gnarled trees,low quality,2.5,cat,cat,'Cat','Cat','Cat','Cat'
IllusionAnimals_67,A joyous birthday celebration with candles and cake,low quality,2.5,cat,cat,'Cat',"'Cat',",'horses','Cat'
IllusionAnimals_68,Clouds parting to reveal brilliant sunlight,low quality,2.5,cat,cat,'horses','clouds',cat,'Cat'
IllusionAnimals_69,"Soft moonlight shines on river's surface, reflecting off swaying willow branches",low quality,2.5,cat,cat,'Cat','Cat',cat,'Cat'
IllusionAnimals_70,A green meadow with a stream in the distance,low quality,2.5,cat,cat,'Cat','Cat','Cat','Cat'
IllusionAnimals_71,Colorful tents dotting a music festival campground,low quality,2.5,cat,cat,tents,'Cat','horses','Cat'
IllusionAnimals_72,A dark forest with a glowing mushroom,low quality,2.5,cat,cat,"'horse,' 'deers,' and'snakes'",'horses','Cat','horses'
IllusionAnimals_73,Meteor streaking across starry night sky,low quality,2.5,cat,cat,'horses','horses','horses','horses'
IllusionAnimals_74,A thrilling rodeo showcase featuring skilled cowboys,low quality,2.5,cat,cat,'Cat','Cat','horses','horses'
IllusionAnimals_75,Aurora borealis dancing above Arctic Circle,low quality,2.5,cat,"'dog, pigeon, butterfly, elephant, deer, snake, bird, rooster, duck, duckling, duck'",'Cat','horses',cat,'Cat'
IllusionAnimals_76,"Sunbeams break through forest canopy, river flows calmly, birds flit between branches",low quality,2.5,cat,cat,'Cat','Cat','cat','Cat'
IllusionAnimals_77,A green meadow with a stream in the distance,low quality,2.5,cat,cat,'Cat','horses','Cat','Cat'
IllusionAnimals_78,A cozy fireplace crackling in a rustic log cabin,low quality,2.5,cat,"'dog, pigeon, butterfly, elephant, deer, snake, bird, rooster, duck, horse, duck'",'Cat','Cat','horses','horses'
IllusionAnimals_79,A peaceful field with a wooden fence and blooming flowers,low quality,2.5,cat,cat,'Cat','Cat','horses','Cat'
IllusionAnimals_80,Gentle waves guide small boats through hidden mangrove forest,low quality,2.5,cat,cat,'horses','Cat','Cat','Cat'
IllusionAnimals_81,A lively carnival with bright tents and rides,low quality,2.5,cat,cat,'Cat','Cat','Cat','Cat'
IllusionAnimals_82,Walrus haulout on icy coastline,low quality,2.5,cat,cat,'elephant','horses','horses','horses'
IllusionAnimals_83,A serene pagoda amid a peaceful Zen garden,low quality,2.5,cat,cat,'Cat','Cat','Cat','Cat'
IllusionAnimals_84,A dramatic thunderstorm with lightning striking in the distance,low quality,2.5,cat,cat,'Cat','Cat','horses','Cat'
IllusionAnimals_85,An ancient castle perched on a hilltop,low quality,2.5,cat,cat,'elefant','horses','Cat','Cat'
IllusionAnimals_86,"Gentle waves lap against sandy beach, distant storm glows clouds over mountains",low quality,2.5,cat,cat,'horses','horses',cat,'horses'
IllusionAnimals_87,A vast desert with a towering canyon in the distance,low quality,2.5,cat,cat,'Cat','horses','horses','horses'
IllusionAnimals_88,Snowy owl perched on frozen tree branch,low quality,2.5,cat,cat,'bird',Snowy Owl,'Cat','horses'
IllusionAnimals_89,A sunset over a vast desert with sand dunes and a lone camel,low quality,2.5,cat,cat,'horses','horses','horses','Cat'
IllusionAnimals_90,Giraffes grazing peacefully,low quality,2.5,cat,cat,giraffes,'horses',cat,'horses'
IllusionAnimals_91,A bustling harbor with fishing boats and seagulls circling overhead,low quality,2.5,cat,cat,'Cat','Cat','Cat','Cat'
IllusionAnimals_92,Palm fringed beach paradise,low quality,2.5,cat,cat,'horses',"'Cat',",'Cat','Cat'
IllusionAnimals_93,Wallaby hopping energetically through Australian bushland,low quality,2.5,cat,cat,'Cat',wallaby,'horses','horses'
IllusionAnimals_94,A hauntingly beautiful graveyard shrouded in fog,low quality,2.5,cat,cat,'Cat','Cat','Cat','Cat'
IllusionAnimals_95,A Ramadan Iftar meal breaking fast lovingly,low quality,2.5,cat,cat,'Cat','Cat','Cat','Cat'
IllusionAnimals_96,A magical unicorn grazing in a lush meadow,low quality,2.5,cat,cat,'horses','Cat','Cat','horses'
IllusionAnimals_97,"Neon city zoomed at night, palm trees reaching sky's edge",low quality,2.5,cat,cat,'horses','horses','Cat','Cat'
IllusionAnimals_98,Starry night blanketed by snow,low quality,2.5,cat,cat,'Cat','Cat','horses','horses'
IllusionAnimals_99,A peaceful meadow with a flowing river and mountains in the distance,low quality,2.5,cat,cat,'Cat','Cat','Cat','Cat'
IllusionAnimals_100,"A glowing river flows through a hidden canyon, sunlight reflecting off ancient walls",low quality,2.5,cat,cat,The rock formation is a rock formation.,'horses','Cat','horses'
IllusionAnimals_101,"Flowing lava illuminates cavern walls, ancient hieroglyphs etched into rock",low quality,2.5,dog,dog,'Cat','Cat','Cat','Cat'
IllusionAnimals_102,A rustic barn surrounded by fields of golden wheat,low quality,2.5,dog,dog,'Cat',barn,'Cat','Cat'
IllusionAnimals_103,A magnificent ice hotel made entirely of snow,low quality,2.5,dog,dog,'Cat','horses','Cat','horses'
IllusionAnimals_104,A tranquil zen garden crafted from stones and plants,low quality,2.5,dog,Dog,"'dog, pigeon, horse, snake, duck, frog, bird'",'horses',"'dog, pigeon, butterfly, elephant, horse, snake, duck, duck'",'Cat'
IllusionAnimals_105,A person standing in a field of colorful flowers,low quality,2.5,dog,The dog,'Cat','horses','horses','Cat'
IllusionAnimals_106,A serene lakeside with a wooden dock and lush green trees,low quality,2.5,dog,Dog,'Cat','Cat','horses','Cat'
IllusionAnimals_107,A charming European town square bathed in warm light,low quality,2.5,dog,Dog,'Cat','Cat',"'dog, pigeon, butterfly, elephant, horse, snake, duck, bird'",'Cat'
IllusionAnimals_108,A woman in a field of flowers at sunrise,low quality,2.5,dog,dog,'horses','horses','Cat','horses'
IllusionAnimals_109,A sunrise in the savanna,low quality,2.5,dog,Dog,'Cat','Cat','horses','Cat'
IllusionAnimals_110,A vibrant sunset over a tranquil lake,low quality,2.5,dog,Dog,'Cat','horses','Cat','horses'
IllusionAnimals_111,A dark forest with an old man sitting by a lake,low quality,2.5,dog,dog,'Cat','Cat','horses','Cat'
IllusionAnimals_112,"A beach with umbrella, sun and ocean",low quality,2.5,dog,"'dog, pigeon, butterfly, elephant, horse, snake, duck, rooster, deer, snake'",'Cat','Cat','Cat','Cat'
IllusionAnimals_113,A woman playing the guitar by the campfire,low quality,2.5,dog,Dog,'horses','horses','horses','horses'
IllusionAnimals_114,A magnificent ice hotel made entirely of snow,low quality,2.5,dog,dog,'Cat','Cat','Cat','Cat'
IllusionAnimals_115,"Silent valley bathed in golden sunlight, river meanders below",low quality,2.5,dog,Dog,'horses','horses',cat,'horses'
IllusionAnimals_116,A distant futuristic city with floating buildings,low quality,2.5,dog,Dog,'Cat','horses','Cat','horses'
IllusionAnimals_117,A vast green meadowland with a cottage in the distance,low quality,2.5,dog,dog,The image is an aerial view of a green field with a cluster of houses in the middle.,'Cat','horses','Cat'
IllusionAnimals_118,"A beach with waves, sand, and palm trees",low quality,2.5,dog,Dog,'Cat',"'Cat',",'horses','Cat'
IllusionAnimals_119,Tranquil lake with a small wooden pier and mountains in the background,low quality,2.5,dog,Dog,'Cat','Cat','horses','Cat'
IllusionAnimals_120,A lush green forest with sunlight shining through the canopy,low quality,2.5,dog,Dog,'Cat','Cat','Cat','Cat'
IllusionAnimals_121,A group of explorers in an ancient jungle,low quality,2.5,dog,A dog,'Cat','Cat','Cat','horses'
IllusionAnimals_122,A spooky haunted house on a hill,low quality,2.5,dog,Dog,'Cat','Cat','Cat','horses'
IllusionAnimals_123,Wallaby hopping energetically through Australian bushland,low quality,2.5,dog,dog,'horses',kangaroo,"'dog, pigeon, butterfly, elephant, horse, snake, duck, bird'","'dog, pigeon, butterfly, elephant, horse, snake, duck, bird'"
IllusionAnimals_124,"A vibrant sunset paints the desert landscape, casting long shadows over the towering dunes",low quality,2.5,dog,Dog,'Cat','horses',"'dog, pigeon, butterfly, elephant, horse, snake, duck, bird'",'Cat'
IllusionAnimals_125,A Thanksgiving feast giving thanks and love,low quality,2.5,dog,Dog,"'Cat',",'Cat','Cat','horses'
IllusionAnimals_126,Verdant valley cradled by hills,low quality,2.5,dog,Dog,'horses','horses','Cat','Cat'
IllusionAnimals_127,A castle on a hill overlooking a village,low quality,2.5,dog,Dog,'horses','Cat','dog,'horses'
IllusionAnimals_128,A meadow filled with wildflowers and butterflies fluttering,low quality,2.5,dog,dog,"'horse,' 'dog,' and 'pig'",'horses','Cat','horses'
IllusionAnimals_129,Caracal leaping fluidly over rocky terrain,low quality,2.5,dog,dog,"'horse,' 'dog,' and 'pig'",caracal,"'dog, pigeon, butterfly, elephant, horse, snake, duck, bird'",cat
IllusionAnimals_130,A man holding a dog on a winter night,low quality,2.5,dog,Dog,'horses','Cat','horses','Cat'
IllusionAnimals_131,A majestic snow-capped mountain towering above a glacier,low quality,2.5,dog,dog,'horses','horses','Cat','horses'
IllusionAnimals_132,Magnolia tree in full bloom,low quality,2.5,dog,Dog,The tree is a tree with a bird nest.,'Cat',cat,'Cat'
IllusionAnimals_133,"Desolate desert landscape, shifting sands illuminated by distant stars",low quality,2.5,dog,Dog,'Cat','horses','Cat','Cat'
IllusionAnimals_134,Modern city apartment with large windows over looking city skyline,low quality,2.5,dog,dog,'horses','horses','horses','horses'
IllusionAnimals_135,Cherry Blossoms fluttering softly,low quality,2.5,dog,dog,'Cat','Cat','Cat','Cat'
IllusionAnimals_136,Vibrant sunset over tranquil beach,low quality,2.5,dog,Dog,"'Cat', 'Dog', Horse', Duck, Elephant, Snake, Rooster, Butterfly, Fish, Duck, Horse, Deer, Snake",'horses','Cat','horses'
IllusionAnimals_137,Vintage carnival with Ferris wheel against twilight sky,low quality,2.5,dog,Beagle,'Cat','Cat','dog','Cat'
IllusionAnimals_138,Gentle hummingbird hovering near sweet nectar,low quality,2.5,dog,A dog,'Cat',hummingbird,'horses','Cat'
IllusionAnimals_139,Forest of colossal mushrooms bathing the earth in bioluminescence,low quality,2.5,dog,Dog,'horses','horses','Cat','Cat'
IllusionAnimals_140,Cherry Blossoms fluttering softly,low quality,2.5,dog,Dog,'Cat',"'dog, pigeon, horse, snake, duck, frog, bird, elephant, bird'",pigeon,'Cat'
IllusionAnimals_141,A mysterious cave entrance hidden behind a waterfall,low quality,2.5,dog,dog,'horses','Cat',"'dog, pigeon, butterfly, elephant, horse, snake, duck, bird'",'Cat'
IllusionAnimals_142,A Halloween costume party embracing creativity,low quality,2.5,dog,dog,'horses',"'Cat',",'Cat','Cat'
IllusionAnimals_143,"Silent mountains embrace turquoise lake, sunlight paints ripples",low quality,2.5,dog,Dog,'Cat','horses',"'dog, pigeon, butterfly, elephant, horse, snake, duck, bird'",'Cat'
IllusionAnimals_144,A mystical forest filled with ancient trees and glowing mushrooms,low quality,2.5,dog,"'dog, pigeon, butterfly, elephant, horse, deer, snake, duck, rooster'",'Cat','horses','Cat','Cat'
IllusionAnimals_145,"Neon rays illuminate a futuristic city, reflecting off robots and sleek structures",low quality,2.5,dog,dog,'Cat','horses','Cat','horses'
IllusionAnimals_146,A crowded concert filled with cheering fans and flashing lights,low quality,2.5,dog,Dog,'Cat','Cat','horses','Cat'
IllusionAnimals_147,"Ancient temple ruins under a desert sunset, dunes reflected in the shadows",low quality,2.5,dog,Dog,'Cat','horses','Cat','Cat'
IllusionAnimals_148,A golden sun setting over the vast ocean,low quality,2.5,dog,Dog,'horses','horses',"'dog, pigeon, butterfly, elephant, horse, snake, duck, bird'",'Cat'
IllusionAnimals_149,Peaceful sunset over tranquil lake,low quality,2.5,dog,dog,'elephant','horses',"'dog, pigeon, butterfly, elephant, horse, snake, duck, duck'",'horses'
IllusionAnimals_150,A vast desert with a towering canyon in the distance,low quality,2.5,dog,Dog,The image is a desert landscape with a rock formation that looks like a face.,'horses','Cat','horses'
IllusionAnimals_151,"A field of tulips in full bloom, swaying in the breeze",low quality,2.5,dog,Dog,'Cat','Cat',"'dog, pigeon, butterfly, elephant, horse, snake, duck, duck'",'Cat'
IllusionAnimals_152,A Navratri Garba Night dancing devotionally,low quality,2.5,dog,Dog,"'Cat', 'Dog', ‘Pigeon', Horse', Snake', Fish', Rooster', Elephant', Deer', Butterfly', and 'No Illusion'",'horses',"'dog, pigeon, butterfly, elephant, horse, snake, duck, bird'",'Cat'
IllusionAnimals_153,A picturesque vineyard with rows of grapevines stretching out,low quality,2.5,dog,Dog,'Cat','Cat','horses','Cat'
IllusionAnimals_154,A spooky haunted house with creaking doors and ghostly figures,low quality,2.5,dog,A dog,'Cat','Cat','horses','Cat'
IllusionAnimals_155,A glowing meadow with floating rocks and a waterfall,low quality,2.5,dog,dog,'Cat','horses','Cat','Cat'
IllusionAnimals_156,Peaceful sunset over tranquil lake,low quality,2.5,dog,dog,'horses','Cat','Cat','Cat'
IllusionAnimals_157,A bustling carnival with colorful lights and rides,low quality,2.5,dog,Dog,'Cat','Cat',"'dog, pigeon, butterfly, elephant, horse, snake, duck, bird'",'Cat'
IllusionAnimals_158,"Sunrise paints mountains golden, river meanders through valleys, birds sing in harmony",low quality,2.5,dog,Dog,'Cat','Cat','Cat','Cat'
IllusionAnimals_159,"Meticulous patterns form in the falling leaves, sunlight illuminating the forest floor",low quality,2.5,dog,dog,'Cat','Cat','Cat','Cat'
IllusionAnimals_160,A majestic waterfall plunging into a misty abyss,low quality,2.5,dog,dog,'horses','horses','Cat','Cat'
IllusionAnimals_161,Mesmerizing Milky Way galaxy twinkling brightly,low quality,2.5,dog,Dog,'horses','horses','horses','Cat'
IllusionAnimals_162,A vibrant music festival brimming with energy,low quality,2.5,dog,Dog,'elephant','horses','Cat','horses'
IllusionAnimals_163,Snowy mountain landscape with a frozen lake,low quality,2.5,dog,The dog,'horses','horses','horses','horses'
IllusionAnimals_164,Hummingbird drinking nectar,low quality,2.5,dog,Dog,'Cat',hummingbird,'Cat','Cat'
IllusionAnimals_165,A fantasy castle with a moat and drawbridge,low quality,2.5,dog,Dog,'horses','horses','Cat','horses'
IllusionAnimals_166,Butterfly alighting on flower,low quality,2.5,dog,Dog,"'Cat',",'Cat',cat,'Cat'
IllusionAnimals_167,Eerie underwater lab with glowing fish and abandoned research equipment,low quality,2.5,dog,Dog,'Cat','Cat','horses','Cat'
IllusionAnimals_168,An ancient temple shrouded in mist on a remote mountain,low quality,2.5,dog,Dog,'elefant','Cat',cat,'Cat'
IllusionAnimals_169,"A forgotten boat rests beneath the waves, sunlight illuminating its weathered hull",low quality,2.5,dog,Dog,'Cat','Cat',"'dog, pigeon, butterfly, elephant, horse, snake, duck, bird'",'Cat'
IllusionAnimals_170,A lush meadow with wildflowers and butterflies,low quality,2.5,dog,Dog,'Cat','horses','Cat','Cat'
IllusionAnimals_171,A delightful puppet show entertaining young audiences,low quality,2.5,dog,Dog,"'dog, butterfly, elephant, horse, snake, duck, duck'","'Cat', 'Dog','Pigeon', 'Horse',","'dog, pigeon, butterfly, elephant, horse, snake, duck, bird'",'Cat'
IllusionAnimals_172,A bustling market square with vendors selling exotic spices and textiles,low quality,2.5,dog,Dog,'Cat','Cat','Cat','Cat'
IllusionAnimals_173,Wild horses running free in windswept grasslands,low quality,2.5,dog,Dog,'Cat','Cat','dog,'horses'
IllusionAnimals_174,A surrealist painting come to life,low quality,2.5,dog,A dog,'Cat','Cat','Cat','Cat'
IllusionAnimals_175,"Space station orbits Earth, glowing city lights twinkle below clouds",low quality,2.5,dog,Dog,'horses','horses','Cat','horses'
IllusionAnimals_176,Shark fin slicing smoothly through deep blue sea,low quality,2.5,dog,"'dog, butterfly, elephant, duck, horse, snake, duck'","'dog, pigeon, butterfly, elephant, horse, duck, snake, rooster, duck'",whale,cat,'Cat'
IllusionAnimals_177,Snow-capped mountains reflecting in a crystal-clear lake,low quality,2.5,dog,Dog,'horses','horses','Cat','Cat'
IllusionAnimals_178,Gentle hummingbird hovering near sweet nectar,low quality,2.5,dog,dog,'Cat',hummingbird,'horses','Cat'
IllusionAnimals_179,Bioluminescent plankton glowing in the surf,low quality,2.5,dog,Dog,'horses','horses',The image is a black and white photograph.,'Cat'
IllusionAnimals_180,A mysterious forest in the middle of the night,low quality,2.5,dog,A dog,'horses','Cat',"'dog, pigeon, butterfly, elephant, horse, snake, duck, duck'",'horses'
IllusionAnimals_181,A dramatic thunderstorm with lightning striking in the distance,low quality,2.5,dog,Dog,'horses','Cat','horses','Cat'
IllusionAnimals_182,Rainbow appearing after a summer rainstorm,low quality,2.5,dog,The dog,'horses','horses','horses','Cat'
IllusionAnimals_183,A sunrise in the savanna,low quality,2.5,dog,dog,'Cat','horses','Cat','Cat'
IllusionAnimals_184,A starry night sky with a crescent moon and silhouette of a tree,low quality,2.5,dog,Dog,'horses','Cat',The image is a black and white photograph.,'Cat'
IllusionAnimals_185,"Mountain meets lake reflection, sunlight dances on ripples, birds flutter over water",low quality,2.5,dog,Dog,'Cat','Cat','Cat','Cat'
IllusionAnimals_186,A lone hiker on a trail in the mountains,low quality,2.5,dog,dog,'horses','horses','Cat','Cat'
IllusionAnimals_187,A starry night over a calm sea,low quality,2.5,dog,Dog,'Cat','Cat',cat,'Cat'
IllusionAnimals_188,A quirky steampunk city with gears and turbines everywhere,low quality,2.5,dog,Dog,'Cat','Cat',cat,'horses'
IllusionAnimals_189,A neon cyberpunk street at night,low quality,2.5,dog,Dog,'horses','horses',"'dog, pigeon, butterfly, elephant, horse, snake, duck, bird'",'Cat'
IllusionAnimals_190,A futuristic city with flying cars and neon lights,low quality,2.5,dog,The dog,'horses','horses',The dog,'Cat'
IllusionAnimals_191,An abandoned castle shrouded in mist atop a lonely hill,low quality,2.5,dog,A dog,'elefant','horses','Cat','Cat'
IllusionAnimals_192,"A vibrant cityscape with towering skyscrapers, bustling streets, and a sparkling river",low quality,2.5,dog,Dog,'horses','horses','Cat','horses'
IllusionAnimals_193,A lush vineyard with rows of ripe grapes,low quality,2.5,dog,Dog,'Cat','Cat','horses','Cat'
IllusionAnimals_194,Old stone bridge over crystal clear mountain stream,low quality,2.5,dog,Dog,'Cat','Cat','Cat','Cat'
IllusionAnimals_195,"Sun sets over vibrant meadow, casting long shadows on rolling hills",low quality,2.5,dog,Dog,'Cat','Cat',cat,'Cat'
IllusionAnimals_196,A serene meadow dotted with blooming wildflowers,low quality,2.5,dog,dog,'Cat','Cat','Cat','horses'
IllusionAnimals_197,A lonely tree standing on a hill,low quality,2.5,dog,Dog,'Cat','Cat','Cat','Cat'
IllusionAnimals_198,A peaceful pagoda overlooking a serene pond,low quality,2.5,dog,The dog is a 'dog breed'.,'Cat','Cat','horses','Cat'
IllusionAnimals_199,"Soft moonlight shines on river's surface, reflecting off swaying willow branches",low quality,2.5,dog,Dog,'Cat','Cat','horses','Cat'
