image_name,label,raw_answer,ill_answer,ill_less_answer,ill_filtered_answer,ill_less_filtered_answer
FashionMnist_24,9,<p>T-shirt/top</p> {<14><23><,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_25,1,<p>T-shirt/top</p> {<34><1><6,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,No illusion
FashionMnist_26,4,<p>T-shirt/top</p> {<11><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,No illusion
FashionMnist_27,6,<p>T-shirt/top</p> {<15><1><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_28,0,<p>T-shirt/top</p> {<26><3><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_29,9,<p>T-shirt/top</p> {<15><18><,illusion T-shirt/top,illusion T-shirt/top,illusion,illusion T-shirt/top
FashionMnist_30,3,<p>T-shirt/top</p> {<24><2><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_31,8,<p>T-shirt/top</p> {<11><31><,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_32,8,<p>T-shirt/top</p> {<24><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_33,3,<p>T-shirt/top</p> {<36><1><6,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_34,3,<p>T-shirt/top</p> {<20><5><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_35,8,<p>T-shirt/top</p> {<17><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_36,0,<p>T-shirt/top</p> {<11><1><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_37,7,<p>T-shirt/top</p> {<3><24><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_38,5,<p>T-shirt/top</p> {<1><48><9,illusion T-shirt/top,illusion T-shirt/top,No illusion,illusion T-shirt/top
FashionMnist_39,7,<p>T-shirt/top</p> {<1><21><1,illusion T-shirt/top,illusion T-shirt/top,No illusion,illusion T-shirt/top
FashionMnist_40,9,<p>T-shirt/top</p> {<19><18><,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_41,6,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_42,1,<p>T-shirt/top</p> {<34><1><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_43,3,<p>T-shirt/top</p> {<22><3><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_44,7,<p>T-shirt/top</p> {<1><13><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_45,6,<p>T-shirt/top</p> {<14><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_46,7,<p>T-shirt/top</p> {<1><18><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,No illusion
FashionMnist_47,2,<p>T-shirt/top</p> {<14><1><8,illusion T-shirt/top,illusion T-shirt/top,No illusion,No illusion
FashionMnist_48,1,<p>T-shirt/top</p> {<36><1><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_49,2,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_50,2,<p>T-shirt/top</p> {<14><3><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_51,4,<p>T-shirt/top</p> {<6><1><93,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_52,4,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_53,5,<p>T-shirt/top</p> {<17><31><,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_54,8,<p>T-shirt/top</p> {<10><4><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_55,2,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_56,2,<p>T-shirt/top</p> {<6><1><92,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_57,8,<p>T-shirt/top</p> {<1><15><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_58,4,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_59,8,<p>T-shirt/top</p> {<1><21><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_60,0,<p>T-shirt/top</p> {<12><1><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,No illusion
FashionMnist_61,7,<p>T-shirt/top</p> {<15><30><,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,No illusion
FashionMnist_62,7,<p>T-shirt/top</p> {<1><22><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_63,8,<p>T-shirt/top</p> {<4><10><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_64,5,<p>T-shirt/top</p> {<1><26><9,illusion T-shirt/top,illusion T-shirt/top,No illusion,illusion T-shirt/top
FashionMnist_65,1,<p>T-shirt/top</p> {<28><1><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_66,1,'T-shirt/top',illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_67,2,<p>T-shirt/top</p> {<24><3><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_68,3,<p>T-shirt/top</p> {<28><1><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_69,9,<p>T-shirt/top</p> {<11><18><,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_70,8,<p>T-shirt/top</p> {<10><1><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_71,7,<p>T-shirt/top</p> {<2><24><9,illusion T-shirt/top,illusion T-shirt/top,No illusion,illusion T-shirt/top
FashionMnist_72,0,<p>T-shirt/top</p> {<5><1><97,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_73,2,<p>T-shirt/top</p> {<6><1><95,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_74,6,<p>T-shirt/top</p> {<21><3><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_75,2,<p>T-shirt/top</p> {<17><1><8,illusion T-shirt/top,illusion T-shirt/top,<p>illusion T-shirt/top</p> {<17><1,illusion T-shirt/top
FashionMnist_76,3,'T-shirt/top',illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_77,1,<p>T-shirt/top</p> {<29><1><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_78,2,<p>T-shirt/top</p> {<13><2><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_79,8,<p>T-shirt/top</p> {<1><11><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,No illusion
FashionMnist_80,4,<p>T-shirt/top</p> {<11><1><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_81,1,'T-shirt/top',illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_82,8,<p>T-shirt/top</p> {<1><10><1,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_83,5,<p>T-shirt/top</p> {<1><11><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_84,9,<p>T-shirt/top</p> {<1><12><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_85,5,<p>T-shirt/top</p> {<17><46><,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_86,0,<p>T-shirt/top</p> {<14><1><8,illusion T-shirt/top,No illusion,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_87,3,<p>T-shirt/top</p> {<25><1><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_88,2,<p>T-shirt/top</p> {<14><0><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_89,0,<p>T-shirt/top</p> {<15><2><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_90,6,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,No illusion,illusion T-shirt/top
FashionMnist_91,5,<p>T-shirt/top</p> {<1><58><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_92,3,<p>T-shirt/top</p> {<24><0><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_93,6,<p>T-shirt/top</p> {<14><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_94,7,<p>T-shirt/top</p> {<2><22><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_95,1,<p>T-shirt/top</p> {<33><1><6,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_96,8,<p>T-shirt/top</p> {<1><14><1,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_97,0,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_98,1,<p>T-shirt/top</p> {<33><1><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,No illusion
FashionMnist_99,4,<p>T-shirt/top</p> {<14><1><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_100,2,<p>T-shirt/top</p> {<14><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_101,3,<p>T-shirt/top</p> {<27><2><7,illusion T-shirt/top,illusion T-shirt/top,No illusion,illusion T-shirt/top
FashionMnist_102,6,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_103,7,<p>T-shirt/top</p> {<1><27><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_104,2,<p>T-shirt/top</p> {<23><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_105,7,<p>T-shirt/top</p> {<1><28><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_106,8,<p>T-shirt/top</p> {<11><14><,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_107,5,<p>T-shirt/top</p> {<1><39><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_108,9,<p>T-shirt/top</p> {<1><21><9,illusion T-shirt/top,illusion T-shirt/top,No illusion,illusion T-shirt/top
FashionMnist_109,9,<p>T-shirt/top</p> {<1><8><10,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,No illusion
FashionMnist_110,4,<p>T-shirt/top</p> {<15><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_111,2,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_112,5,<p>T-shirt/top</p> {<2><36><9,illusion T-shirt/top,illusion T-shirt/top,No illusion,illusion T-shirt/top
FashionMnist_113,7,<p>T-shirt/top</p> {<11><31><,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_114,0,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_115,5,<p>T-shirt/top</p> {<1><8><97,illusion T-shirt/top,illusion T-shirt/top,No illusion,illusion T-shirt/top
FashionMnist_116,2,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_117,8,<p>T-shirt/top</p> {<1><18><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_118,6,<p>T-shirt/top</p> {<10><1><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_119,7,<p>T-shirt/top</p> {<1><28><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_120,8,<p>T-shirt/top</p> {<10><8><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_121,0,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_122,0,<p>T-shirt/top</p> {<6><1><94,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_123,9,<p>T-shirt/top</p> {<1><10><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_124,9,<p>T-shirt/top</p> {<1><16><9,illusion T-shirt/top,illusion T-shirt/top,No illusion,illusion T-shirt/top
FashionMnist_125,3,<p>T-shirt/top</p> {<18><3><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_126,0,<p>T-shirt/top</p> {<11><3><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_127,8,<p>T-shirt/top</p> {<13><1><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_128,4,<p>T-shirt/top</p> {<15><2><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_129,1,<p>T-shirt/top</p> {<31><1><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_130,5,<p>T-shirt/top</p> {<1><10><9,illusion T-shirt/top,illusion T-shirt/top,No illusion,illusion T-shirt/top
FashionMnist_131,4,<p>T-shirt/top</p> {<14><3><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_132,1,<p>T-shirt/top</p> {<34><1><6,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_133,9,<p>T-shirt/top</p> {<1><14><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_134,1,<p>T-shirt/top</p> {<29><1><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_135,8,<p>T-shirt/top</p> {<1><10><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_136,6,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_137,2,<p>T-shirt/top</p> {<17><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_138,1,<p>T-shirt/top</p> {<33><1><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_139,2,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_140,5,<p>T-shirt/top</p> {<14><44><,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_141,1,<p>T-shirt/top</p> {<34><1><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_142,0,<p>T-shirt/top</p> {<11><2><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_143,0,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_144,0,<p>T-shirt/top</p> {<12><1><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_145,1,<p>T-shirt/top</p> {<33><1><6,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_146,6,<p>T-shirt/top</p> {<10><1><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_147,1,'T-shirt/top',illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_148,6,<p>T-shirt/top</p> {<28><3><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_149,2,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,No illusion
FashionMnist_150,2,<p>T-shirt/top</p> {<15><3><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_151,4,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_152,4,<p>T-shirt/top</p> {<10><1><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_153,1,<p>T-shirt/top</p> {<32><1><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_154,4,<p>T-shirt/top</p> {<20><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_155,5,<p>T-shirt/top</p> {<1><31><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_156,0,<p>T-shirt/top</p> {<10><2><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_157,4,<p>T-shirt/top</p> {<19><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_158,7,<p>T-shirt/top</p> {<1><28><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_159,9,<p>T-shirt/top</p> {<11><18><,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_160,3,<p>T-shirt/top</p> {<26><2><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_161,7,<p>T-shirt/top</p> {<1><21><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_162,2,<p>T-shirt/top</p> {<16><3><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_163,3,<p>T-shirt/top</p> {<22><1><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_164,9,<p>T-shirt/top</p> {<1><20><1,illusion T-shirt/top,illusion T-shirt/top,No illusion,illusion T-shirt/top
FashionMnist_165,0,<p>T-shirt/top</p> {<12><1><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_166,9,<p>T-shirt/top</p> {<1><13><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_167,4,<p>T-shirt/top</p> {<16><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,No illusion
FashionMnist_168,7,<p>T-shirt/top</p> {<1><17><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_169,4,<p>T-shirt/top</p> {<14><4><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_170,2,<p>T-shirt/top</p> {<13><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_171,0,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_172,5,<p>T-shirt/top</p> {<20><39><,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,No illusion
FashionMnist_173,2,<p>T-shirt/top</p> {<11><1><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_174,1,<p>T-shirt/top</p> {<34><1><6,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_175,2,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_176,1,'Trouser',illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_177,3,'T-shirt/top',illusion T-shirt/top,illusion T-shirt/top,No illusion,illusion T-shirt/top
FashionMnist_178,0,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_179,9,<p>T-shirt/top</p> {<1><21><1,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_180,1,<p>T-shirt/top</p> {<38><1><6,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_181,0,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_182,9,<p>T-shirt/top</p> {<1><18><1,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_183,3,<p>T-shirt/top</p> {<12><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_184,6,T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_185,7,<p>T-shirt/top</p> {<2><31><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_186,9,<p>T-shirt/top</p> {<1><10><1,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_187,9,<p>T-shirt/top</p> {<1><19><9,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_188,4,<p>T-shirt/top</p> {<15><3><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_189,4,<p>T-shirt/top</p> {<15><1><8,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_190,7,<p>T-shirt/top</p> {<19><31><,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
FashionMnist_191,1,<p>T-shirt/top</p> {<27><1><7,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top,illusion T-shirt/top
