,image_name,Pprompt,Nprompt,illusion_strength,label,gpt-4o
244,illusion_char_244,A sunrise over a lavender field with mountains,low quality,1.5,c4YCL,"""No illusion"""
596,illusion_char_596,Black bear foraging berries in Canadian forests,low quality,1.5,lvo,"""No illusion"""
1821,illusion_char_1821,"Ancient temple engulfed by dense, dark jungle",low quality,1.5,DM8a,"""No illusion"""
2893,illusion_char_2893,"Eerie silence surrounds snowy mountains, glowing moon casts long shadows",low quality,1.5,vd4N,No illusion
1928,illusion_char_1928,A bear fishing in a river at sunset,low quality,1.5,JGbL3,"""No illusion"""
2497,illusion_char_2497,Swirling vortex of light and shadows over a deserted city,low quality,1.5,EJcw,"""No illusion"""
1849,illusion_char_1849,A snowy mountain peak under starry night sky,low quality,1.5,vFwG,"""No illusion"""
2959,illusion_char_2959,A tranquil waterfall cascading into a hidden emerald pool,low quality,1.5,DF6,"""No illusion"""
1810,illusion_char_1810,A futuristic city with skyscrapers and flying cars,low quality,1.5,cD3nN,"""No illusion"""
2474,illusion_char_2474,"Flowing lava illuminates cavern walls, ancient hieroglyphs etched into rock",low quality,1.5,fjnI,"""No illusion"""
717,illusion_char_717,A train on a bridge over a deep valley,low quality,1.5,3EA,"""No illusion"""
1449,illusion_char_1449,A mystical floating island in a sea of clouds,low quality,1.5,pL6,"""No illusion"""
1734,illusion_char_1734,A peaceful sunset over the lake with mountains and trees,low quality,1.5,tgx42,"""No illusion"""
1406,illusion_char_1406,"Neon glow illuminates futuristic robots, reflection shimmering on crystalline lake",low quality,1.5,qgN,"""No illusion"""
2288,illusion_char_2288,"Ancient forest meets towering peaks, sunlight filters through, birds call in the distance",low quality,1.5,Nzm,No illusion
2100,illusion_char_2100,"Mystical forest bathed in golden light, towering mushrooms reach sky",low quality,1.5,cR8,"""No illusion"""
1877,illusion_char_1877,Solar eclipse creating temporary nightfall,low quality,1.5,VHr,"""No illusion"""
1590,illusion_char_1590,A serene meadow with colorful wildflowers,low quality,1.5,KkpLK,"""No illusion"""
796,illusion_char_796,A whimsical forest glade with fairy circles and magical creatures,low quality,1.5,JnvNM,"""No illusion"""
397,illusion_char_397,"Ancient trees reach for the stars, sunlight filters through branches, river flows silently",low quality,1.5,Tv7,"""No illusion"""
1773,illusion_char_1773,"Golden light paints meadow grass, mountains rise imposingly, river reflects rainbow hues",low quality,1.5,69sZ,"""No illusion"""
2626,illusion_char_2626,A bustling street market with vendors selling exotic wares,low quality,1.5,1Kt,"""No illusion"""
624,illusion_char_624,A whimsical cloud-watching afternoon in park,low quality,1.5,5VBH,"""No illusion"""
169,illusion_char_169,A hiker on top of a hill overlooking camp,low quality,1.5,d5qg,"""No illusion"""
767,illusion_char_767,"Ancient cave entrance, stalactites glow, sunlight filters through dusty air",low quality,1.5,mrLj,"""No illusion"""
2621,illusion_char_2621,Serene Japanese garden with cherry blossoms and koi pond,low quality,1.5,bEO,"""No illusion"""
2596,illusion_char_2596,"Neon glow illuminates futuristic robots, reflection shimmering on crystalline lake",low quality,1.5,p8LaW,"""No illusion"""
778,illusion_char_778,A fantasy castle with a moat and drawbridge,low quality,1.5,jZG,"""No illusion"""
1756,illusion_char_1756,A Fourth of July firework show lighting up skies,low quality,1.5,6Ra,"""No illusion"""
1475,illusion_char_1475,"Ancient temple engulfed by dense, dark jungle",low quality,1.5,SX0E,"""No illusion"""
2290,illusion_char_2290,"Sunbeams break through jungle canopy, river winds through valleys, sunlight paints patterns on everything",low quality,1.5,Zrg,"""No illusion"""
1540,illusion_char_1540,Misty jungle surrounded by vibrant flowers and tall palm trees,low quality,1.5,Doqxt,No illusion
204,illusion_char_204,Verdant valley cradled by hills,low quality,1.5,wnGw2,"""No illusion"""
2479,illusion_char_2479,A meadow with flowers and butterflies,low quality,1.5,Pms,"""No illusion"""
212,illusion_char_212,Fox darting through pristine snow,low quality,1.5,jy5I,"""No illusion"""
677,illusion_char_677,A sandy beach with palm trees and gentle waves lapping,low quality,1.5,3MVv,"""No illusion"""
1273,illusion_char_1273,Eerie underwater lab with glowing fish and abandoned research equipment,low quality,1.5,PX4d,"""No illusion"""
914,illusion_char_914,A Wesak Day procession walking compassionately,low quality,1.5,tBY2,"""No illusion"""
202,illusion_char_202,A peaceful village beside a glistening lake,low quality,1.5,SpoN,"""No illusion"""
2375,illusion_char_2375,Dolphin pod joyously riding wake,low quality,1.5,U1KE,"""No illusion"""
723,illusion_char_723,Birds singing harmoniously at dawn,low quality,1.5,e5zR,"""No illusion"""
408,illusion_char_408,A bustling harbor with fishing boats and seagulls swooping overhead,low quality,1.5,wvxl,"""No illusion"""
2605,illusion_char_2605,"A vast, green meadow with wildflowers and a rainbow",low quality,1.5,VjVwe,"""No illusion"""
2312,illusion_char_2312,A bustling city skyline at night,low quality,1.5,Cwpo,"""No illusion"""
1476,illusion_char_1476,Peaceful sunset over tranquil lake,low quality,1.5,5Ntwa,"""No illusion"""
760,illusion_char_760,"Vast, glowing nebula engulfing a towering space station, stars twinkling beyond",low quality,1.5,IKer5,"""No illusion"""
1239,illusion_char_1239,Golden wheat field swaying in gentle breeze,low quality,1.5,s2X8l,"""No illusion"""
175,illusion_char_175,A snowy mountain peak reflecting the light of dawn,low quality,1.5,Vlt,"""No illusion"""
1621,illusion_char_1621,Jackal trotting confidently through scrubland,low quality,1.5,zZV,"""No illusion"""
2449,illusion_char_2449,"An ancient temple overgrown with vines, sunlight filtering through crumbled stones",low quality,1.5,nTsP,"""No illusion"""
318,illusion_char_318,A pirate ship battling with a sea monster,low quality,1.5,aPlz0,"""No illusion"""
798,illusion_char_798,A picturesque vineyard at sunset with the sky painted in hues,low quality,1.5,JlxY,"""No illusion"""
2013,illusion_char_2013,"Neon rays illuminate a futuristic city, reflecting off robots and sleek structures",low quality,1.5,oEfFd,"""No illusion"""
666,illusion_char_666,A misty forest filled with towering redwoods,low quality,1.5,PzdW,"""No illusion"""
689,illusion_char_689,A majestic bridge spanning a wide river,low quality,1.5,peO,"""No illusion"""
1661,illusion_char_1661,"A vast, lush jungle with mist-shrouded mountains and a winding river",low quality,1.5,ejdwb,"""No illusion"""
1917,illusion_char_1917,"Gentle waves lap against sandy beach, distant storm glows clouds over mountains",low quality,1.5,spq,"""No illusion"""
1344,illusion_char_1344,"Starry night sky reflecting in a lake, mountains forming constellations",low quality,1.5,ak9Vh,"""No illusion"""
152,illusion_char_152,A serene meadow with wildflowers and butterflies,low quality,1.5,OO1xJ,No illusion
709,illusion_char_709,A vast green meadowland with a cottage in the distance,low quality,1.5,06NP,"""No illusion"""
721,illusion_char_721,A serene lake reflecting the fiery colors of a setting sun,low quality,1.5,enyV,"""No illusion"""
2381,illusion_char_2381,A pirate ship battling with a sea monster,low quality,1.5,PQ3f,"""No illusion"""
2892,illusion_char_2892,Geese migrating southward in 'V' formation,low quality,1.5,0RTpE,"""No illusion"""
1722,illusion_char_1722,A starry night sky with a rocket ship blasting off towards a distant planet,low quality,1.5,YHptp,"""No illusion"""
627,illusion_char_627,An abandoned castle shrouded in mist atop a lonely hill,low quality,1.5,Z6bx,"""No illusion"""
2102,illusion_char_2102,An empty meadow with a few trees and a small river,low quality,1.5,52gFo,"""No illusion"""
2628,illusion_char_2628,"Glowing city lights reflect in a reflective pool, revealing hidden structures beneath",low quality,1.5,N79,"""No illusion"""
2854,illusion_char_2854,A snow-covered mountain peak piercing the clouds in a rugged wilderness,low quality,1.5,ein,"""No illusion"""
1605,illusion_char_1605,Swallows swooping low over tranquil pond,low quality,1.5,gHRV,No illusion
386,illusion_char_386,Sandy shore strewn with driftwood,low quality,1.5,faMr,"""No illusion"""
1624,illusion_char_1624,A spaceship hovering over a futuristic city,low quality,1.5,0L5,"""No illusion"""
484,illusion_char_484,A serene lake surrounded by lush green forest,low quality,1.5,35N,"""No illusion"""
962,illusion_char_962,"Sunbeams filter through forest leaves, river winds through mountains, birds dance around",low quality,1.5,BDVEc,"""No illusion"""
437,illusion_char_437,"Ancient temple engulfed by dense, dark jungle",low quality,1.5,KI2,"""No illusion"""
1731,illusion_char_1731,A pirate ship battling with a sea monster,low quality,1.5,XXv,"""No illusion"""
2956,illusion_char_2956,Reindeer racing through frozen taiga,low quality,1.5,IoXV5,"""No illusion"""
2616,illusion_char_2616,"A glimpse of hidden ruins illuminated by moonlight, secrets whispered in the shadows",low quality,1.5,9JUA,"""No illusion"""
2962,illusion_char_2962,A golden sunset over a vast savanna with roaming wildlife,low quality,1.5,rb2,"""No illusion"""
1187,illusion_char_1187,"A village with a river, mountains, and a volcano",low quality,1.5,yNoq,"""No illusion"""
2185,illusion_char_2185,A stormy sky with lightning bolts over a stormy sea,low quality,1.5,C4O,No illusion
2660,illusion_char_2660,Cheetah sprinting swiftly,low quality,1.5,y10,"""No illusion"""
405,illusion_char_405,A serene zen garden with meticulously raked sand and bonsai trees,low quality,1.5,hhl,"""No illusion"""
1415,illusion_char_1415,A peaceful cabin under a cliff overlooking a lake,low quality,1.5,yor,"""No illusion"""
2137,illusion_char_2137,A whimsical forest glade with fairy circles and magical creatures,low quality,1.5,oZl,"""No illusion"""
2538,illusion_char_2538,A cozy cafe with steaming cups of coffee and pastries,low quality,1.5,MW1,"""No illusion"""
1946,illusion_char_1946,A Diwali diya illuminating path of knowledge,low quality,1.5,ko7w,"""No illusion"""
2489,illusion_char_2489,"Ancient forest meets towering peaks, sunlight filters through, birds call in the distance",low quality,1.5,HJjfr,"""No illusion"""
1001,illusion_char_1001,An alien landscape with strange rock formations and glowing plants,low quality,1.5,geBm2,"""No illusion"""
2181,illusion_char_2181,A time-worn pirate ship adrift at sea,low quality,1.5,znhMA,"""No illusion"""
1190,illusion_char_1190,A field of wild lupine flowers stretching out to the horizon,low quality,1.5,wTx8,No illusion
50,illusion_char_50,A girl playing volleyball on a beach,low quality,1.5,MJja,"""No illusion"""
2724,illusion_char_2724,Modern city apartment with large windows over looking city skyline,low quality,1.5,x8YR,"""No illusion"""
647,illusion_char_647,"Eerie silence surrounds snowy mountains, glowing moon casts long shadows",low quality,1.5,UM372,"""No illusion"""
2773,illusion_char_2773,"Coastal cliffs meet crashing waves, sunlight illuminates spray",low quality,1.5,HDm8,"""No illusion"""
1582,illusion_char_1582,A field of blooming sunflowers swaying in the wind,low quality,1.5,5FZ,"""No illusion"""
2840,illusion_char_2840,A serene lake with lush forest and mountains,low quality,1.5,nuYvY,"""No illusion"""
937,illusion_char_937,"Ghostly figures haunting a derelict library, lit by candlelight",low quality,1.5,hRdL3,"""No illusion"""
396,illusion_char_396,A Fourth of July firework show lighting up skies,low quality,1.5,V909B,"""No illusion"""
2090,illusion_char_2090,Wild horses running free in windswept grasslands,low quality,1.5,qGZ,"""No illusion"""
2609,illusion_char_2609,"Ruined castle overgrown with vines, sunlight filtering through stained glass",low quality,1.5,0LbyE,"""No illusion"""
1942,illusion_char_1942,"Crystal river cuts through granite canyon, sunlight reflects off water, rainbow emerges",low quality,1.5,Plemu,"""No illusion"""
2363,illusion_char_2363,Octopus changing colors rapidly,low quality,1.5,HZoM,"""No illusion"""
1634,illusion_char_1634,"Vast expanse meets mountain lake, sunlight paints ripples, birds gently awake",low quality,1.5,2Ndjo,"error, The server had an error processing your request. Sorry about that! You can retry your request, or contact us through our help center at help.openai.com if you keep seeing this error. (Please include the request ID req_e157592f68979efa79143f073e442e48 in your email.)"
2387,illusion_char_2387,A Valentine's Day date night filled with romance,low quality,1.5,nwFs,"""No illusion"""
892,illusion_char_892,"Golden waves meet silver foam, city lights reflect in gentle glow, birds dance in silent storm",low quality,1.5,Yw07,"""No illusion"""
1176,illusion_char_1176,Wolf pack howling at full moon,low quality,1.5,KKz,"""No illusion"""
1455,illusion_char_1455,An icy tundra with a family of polar bears,low quality,1.5,IXkC,"""No illusion"""
285,illusion_char_285,A field of wild lupine flowers stretching out to the horizon,low quality,1.5,eAv,"""No illusion"""
772,illusion_char_772,"Sun paints mountains golden glow, river whispers secrets below, birds dance in silent show",low quality,1.5,0AL,"""No illusion"""
2549,illusion_char_2549,Towering giant sequoia stretching high into sky,low quality,1.5,feSH2,"""No illusion"""
2286,illusion_char_2286,A girl with a cat and a dog in front of a beach,low quality,1.5,lqC3e,"""No illusion"""
2175,illusion_char_2175,Palm fringed beach paradise,low quality,1.5,7DJTn,"""No illusion"""
106,illusion_char_106,"Golden sunrise paints mountains gold, river reflects in quiet lake, birds sing softly",low quality,1.5,TSnCY,"""No illusion"""
306,illusion_char_306,Magnolia tree in full bloom,low quality,1.5,c5J,"""No illusion"""
1639,illusion_char_1639,"Gentle river reflects clouds above, mountain peaks rise in silhouette, birds fly silently",low quality,1.5,WIeu,"""No illusion"""
128,illusion_char_128,An ancient castle perched on a cliff overlooking the sea,low quality,1.5,H0NFQ,"""No illusion"""
70,illusion_char_70,"Gentle river reflects clouds above, mountain peaks rise in silhouette, birds fly silently",low quality,1.5,7J9,"""No illusion"""
2675,illusion_char_2675,"Vast forest meets mountain peaks, sunlight filters through canopy secrets, birds sing in rhythmic streaks",low quality,1.5,w7l,"""No illusion"""
1763,illusion_char_1763,Heron patiently waiting for catch,low quality,1.5,yH0,"""No illusion"""
1386,illusion_char_1386,A fantasy castle with a moat and drawbridge,low quality,1.5,sy7,"""No illusion"""
729,illusion_char_729,A quaint seaside town with fishing boats bobbing in the harbor,low quality,1.5,DXSNQ,"""No illusion"""
2977,illusion_char_2977,A cheerful family reunion bringing loved ones together,low quality,1.5,e7J,"""No illusion"""
194,illusion_char_194,"Mountain lake reflections, snow-capped peaks rise above, tranquil scene",low quality,1.5,t0n,"""No illusion"""
1468,illusion_char_1468,Fox darting through pristine snow,low quality,1.5,JWPrC,"""No illusion"""
1328,illusion_char_1328,Wolf pack howling at full moon,low quality,1.5,OnpaC,"""No illusion"""
2561,illusion_char_2561,A sunset on a beach with footprints in the sand,low quality,1.5,Dm5w,"""No illusion"""
1950,illusion_char_1950,A sunset at the ocean with a palm tree,low quality,1.5,QzCNM,"""No illusion"""
700,illusion_char_700,A quirky steampunk city with gears and turbines everywhere,low quality,1.5,eXvR,"""No illusion"""
77,illusion_char_77,Clear blue skies meeting cerulean ocean,low quality,1.5,kxEv,"""No illusion"""
842,illusion_char_842,A close-up of a tiger staring at the camera,low quality,1.5,inHws,"""No illusion"""
521,illusion_char_521,A serene zen garden with meticulously raked sand and bonsai trees,low quality,1.5,ZnAa,"""No illusion"""
1184,illusion_char_1184,Puffin taking flight from coastal cliffs,low quality,1.5,M3z,"""No illusion"""
825,illusion_char_825,"Forest sunrise, golden light stretches through canopy, birds sing softly",low quality,1.5,Q9d,"""No illusion"""
1011,illusion_char_1011,A sunflower maze stretching as far as the eye can see,low quality,1.5,Z6T,"""No illusion"""
1009,illusion_char_1009,Tranquil lake with a small wooden pier and mountains in the background,low quality,1.5,4FO,"""No illusion"""
2517,illusion_char_2517,A sunset over water with a pier in the foreground,low quality,1.5,qOS,"""No illusion"""
2232,illusion_char_2232,A whimsical forest glade with fairy circles and magical creatures,low quality,1.5,juNw6,"""No illusion"""
2394,illusion_char_2394,A cozy fireplace crackling in a rustic log cabin,low quality,1.5,si9,"""No illusion"""
2439,illusion_char_2439,Cougar (Puma) surveying territory from lofty vantage point,low quality,1.5,c3Cj,"""No illusion"""
1715,illusion_char_1715,Eerie hospital corridor with shattered glass and flickering lights,low quality,1.5,Xmd1,"""No illusion"""
2257,illusion_char_2257,"Role-playing figures gather in a mystical forest, embraced by ethereal light",low quality,1.5,8Haw,"""No illusion"""
513,illusion_char_513,A bustling harbor filled with fishing boats and seagulls,low quality,1.5,aKyP,"""No illusion"""
22,illusion_char_22,A moonlit forest with fireflies dancing in the darkness,low quality,1.5,LnCQ,"""No illusion"""
504,illusion_char_504,A tranquil pond with lily pads floating on the surface,low quality,1.5,Joy2g,"""No illusion"""
113,illusion_char_113,A waterfall cascading down moss-covered rocks,low quality,1.5,VksN,"""No illusion"""
225,illusion_char_225,A foggy forest with a winding river,low quality,1.5,Aim,"""No illusion"""
2808,illusion_char_2808,A whimsical treehouse hidden amongst treetops,low quality,1.5,cuv3,"""No illusion"""
728,illusion_char_728,A whimsical treehouse hidden amongst treetops,low quality,1.5,fj1HK,"""No illusion"""
510,illusion_char_510,"Golden light paints meadow grass, mountains rise imposingly, river reflects rainbow hues",low quality,1.5,PQo8U,"""No illusion"""
2839,illusion_char_2839,A magical rainbow arcing over a vivid landscape,low quality,1.5,SG3IA,"""No illusion"""
1578,illusion_char_1578,Majestic castle standing proudly on cliffside,low quality,1.5,G0f,"""No illusion"""
276,illusion_char_276,"Ancient tree roots intertwining across the moonlit forest floor, moonlight filtering through branches",low quality,1.5,tEK,"""No illusion"""
59,illusion_char_59,"Vast expanse meets mountain sky, river meets ocean waves, sunlight paints joyous hues",low quality,1.5,lrEA8,"""No illusion"""
2711,illusion_char_2711,A golden sunset over a vast savanna with roaming wildlife,low quality,1.5,QeC,"""No illusion"""
1777,illusion_char_1777,"Gentle waves reflect moonlight, illuminating underwater life in vibrant colors",low quality,1.5,ZNv,"""No illusion"""
2710,illusion_char_2710,Green sea turtle hatchlings scrambling towards ocean,low quality,1.5,gIzgk,"""No illusion"""
748,illusion_char_748,"Golden sunrise paints mountains gold, river reflects in quiet lake, birds sing softly",low quality,1.5,xqSZ,"""No illusion"""
2556,illusion_char_2556,"Golden rays grace mountain peaks, river reflects glittering stars, birds call softly from branches",low quality,1.5,MON,"""No illusion"""
2259,illusion_char_2259,Aurora borealis dancing above Arctic Circle,low quality,1.5,TzGW7,"""No illusion"""
694,illusion_char_694,"An ancient temple overgrown with vines, sunlight filtering through crumbled stones",low quality,1.5,uBMc,"""No illusion"""
216,illusion_char_216,Towering giant sequoia stretching high into sky,low quality,1.5,CfX6,"""No illusion"""
2878,illusion_char_2878,A thunderstorm brewing over a field of wildflowers,low quality,1.5,aiiy1,"""No illusion"""
1541,illusion_char_1541,"Gentle waves meet mountain rocks, sunlight reflects in sparkling spray, birds flutter over the ocean",low quality,1.5,eyvw,"""No illusion"""
1880,illusion_char_1880,Colorful tents dotting a music festival campground,low quality,1.5,1ZUm3,"""No illusion"""
1864,illusion_char_1864,A time-worn pirate ship adrift at sea,low quality,1.5,G4x,"""No illusion"""
1375,illusion_char_1375,A futuristic cityscape with towering skyscrapers and flying cars,low quality,1.5,OIKm,"""No illusion"""
141,illusion_char_141,A misty forest clearing with sunlight filtering through the canopy,low quality,1.5,WxvN,"""No illusion"""
1633,illusion_char_1633,"Softly glowing mushrooms illuminate forest floor, moonlight filters through branches",low quality,1.5,cfP,"""No illusion"""
2570,illusion_char_2570,"A forgotten shipwrecked beneath the waves, silhouetted against the moonlit ocean",low quality,1.5,oPO,"""No illusion"""
1883,illusion_char_1883,A serene lake reflecting the fiery colors of a setting sun,low quality,1.5,wlRK,"""No illusion"""
2002,illusion_char_2002,A magical garden filled with talking animals and sparkling flowers,low quality,1.5,Ap6Y3,"""No illusion"""
2905,illusion_char_2905,Enchanted forest with mythical creatures,low quality,1.5,TBvX7,"""No illusion"""
2920,illusion_char_2920,A mystical fog enveloping a dense and eerie forest,low quality,1.5,aKf,"""No illusion"""
1493,illusion_char_1493,A pink rose with green leaves,low quality,1.5,MwTlJ,"""No illusion"""
2727,illusion_char_2727,A starry night sky with the Milky Way visible,low quality,1.5,JtDgc,"""No illusion"""
288,illusion_char_288,"Mountain lake reflection, snow-capped peaks glow, birds flutter above the calm surface",low quality,1.5,WQQs,"""No illusion"""
569,illusion_char_569,A serene lake surrounded by blooming cherry trees,low quality,1.5,EzL,"""No illusion"""
1086,illusion_char_1086,"Ancient city emerges from jungle heart, towering pyramids casting long shadows",low quality,1.5,lYTVm,"""No illusion"""
1037,illusion_char_1037,A vibrant street art mural covering the side of a building,low quality,1.5,8MfK,"error, You uploaded an unsupported image. Please make sure your image is below 20 MB in size and is of one the following formats: ['png', 'jpeg', 'gif', 'webp']."
373,illusion_char_373,"Vast expanse meets mountain lake, sunlight paints ripples, birds gently awake",low quality,1.5,OgLQN,"""No illusion"""
1887,illusion_char_1887,Full moon setting behind silhouetted trees,low quality,1.5,sKiZ,"""No illusion"""
54,illusion_char_54,A vast savanna with a herd of elephants,low quality,1.5,t8fw,"""No illusion"""
629,illusion_char_629,A bustling harbor with ships coming and going,low quality,1.5,G5W,"""No illusion"""
1138,illusion_char_1138,"Vast ocean waves reflect a radiant sunrise, painting the sky with vibrant hues",low quality,1.5,2pwJ8,"""No illusion"""
321,illusion_char_321,Swirling vortex of light and shadows over a deserted city,low quality,1.5,n5nq,"""No illusion"""
2149,illusion_char_2149,"Gentle waves lap rocky beach, seagulls soar above, salty air fills the scent",low quality,1.5,0RC,"""No illusion"""
1263,illusion_char_1263,Kangaroo bounding powerfully across Outback expanse,low quality,1.5,A98mn,"""No illusion"""
576,illusion_char_576,"Ancient temple ruins under a desert sunset, dunes reflected in the shadows",low quality,1.5,JwMM,"""No illusion"""
428,illusion_char_428,A waterfall cascading through a lush green forest,low quality,1.5,JnL,"""No illusion"""
2199,illusion_char_2199,Magnolia tree in full bloom,low quality,1.5,ygn,"""No illusion"""
493,illusion_char_493,A serene countryside blanketed in a field of blooming lavender,low quality,1.5,81vgR,"""No illusion"""
1178,illusion_char_1178,A sunset over a vast desert with sand dunes and a lone camel,low quality,1.5,uY2kf,"""No illusion"""
2889,illusion_char_2889,"A field of tulips in full bloom, swaying in the breeze",low quality,1.5,nAl,"""No illusion"""
2532,illusion_char_2532,A cozy cabin nestled in the midst of a pine forest,low quality,1.5,6nD,"""No illusion"""
1370,illusion_char_1370,Pronghorn bounding speedily through badlands,low quality,1.5,09KS,"""No illusion"""
14,illusion_char_14,A snowy mountain peak reflecting the light of dawn,low quality,1.5,ndtS,"""No illusion"""
2358,illusion_char_2358,A golden sun setting over the vast ocean,low quality,1.5,NLU,"""No illusion"""
1063,illusion_char_1063,"Golden light paints meadow grass, mountains rise imposingly, river reflects rainbow hues",low quality,1.5,14RAG,"""No illusion"""
2601,illusion_char_2601,"Sunset over calm ocean, with silhouette of palm trees",low quality,1.5,TXJHT,"""No illusion"""
2119,illusion_char_2119,A peaceful field with a wooden fence and blooming flowers,low quality,1.5,AmAyX,"""No illusion"""
1751,illusion_char_1751,Windswept dunes meet turquoise waves at sunset,low quality,1.5,50hM,"""No illusion"""
2087,illusion_char_2087,A beautiful starry night over mountains,low quality,1.5,l2oy,"""No illusion"""
597,illusion_char_597,A meadow with flowers and butterflies,low quality,1.5,COqi,"""No illusion"""
243,illusion_char_243,A delightful baby shower expecting new arrival,low quality,1.5,K6XMg,"""No illusion"""
231,illusion_char_231,A majestic waterfall plunging into a rocky canyon,low quality,1.5,ifR9,"""No illusion"""
2493,illusion_char_2493,"Ancient cave entrance, stalactites glow, sunlight filters through dusty air",low quality,1.5,vrc,"""No illusion"""
247,illusion_char_247,A majestic waterfall plunging into a misty abyss,low quality,1.5,rAxPa,"""No illusion"""
2647,illusion_char_2647,A charming European town square bathed in warm light,low quality,1.5,K9R,"""No illusion"""
