,image_name,Pprompt,Nprompt,illusion_strength,label,gpt-4o
42,Mnist_43,A whimsical garden filled with oversized flowers,low quality,1.5,4,error
43,Mnist_44,A serene beach with a colorful sunset,low quality,1.5,2,'digit 4'
44,Mnist_45,A cozy fireplace crackling in a rustic log cabin,low quality,1.5,3,'digit 3'
45,Mnist_46,An enchanting waterfall cascading into a crystal-clear pool below.,low quality,1.5,5,'digit 5'
46,Mnist_47,A futuristic cityscape with flying cars and neon signs,low quality,1.5,1,error
47,Mnist_48,A grand ballroom filled with elegant dancers in lavish attire.,low quality,1.5,2,error
48,Mnist_49,A sandy desert dune illuminated by the golden light of sunset.,low quality,1.5,4,error
49,Mnist_50,A vibrant field of wildflowers blowing in the wind,low quality,1.5,4,'digit 4'
50,Mnist_51,A serene mountain lake reflecting the snowy peaks above.,low quality,1.5,6,error
51,Mnist_52,A majestic snow-capped mountain towering above a glacier,low quality,1.5,3,'digit 3'
52,Mnist_53,A futuristic space station orbiting a distant planet.,low quality,1.5,5,error
53,Mnist_54,A bustling city street with neon lights and busy shops.,low quality,1.5,5,'digit 5'
54,Mnist_55,A futuristic cityscape illuminated by neon lights,low quality,1.5,6,'digit 6'
55,Mnist_56,A peaceful rural village nestled among rolling hills,low quality,1.5,0,error
56,Mnist_57,A mysterious cave entrance hidden behind a waterfall,low quality,1.5,4,error
57,Mnist_58,A spooky graveyard under a full moon,low quality,1.5,1,error
58,Mnist_59,A picturesque seaside village with colorful fishing boats,low quality,1.5,9,error
59,Mnist_60,A rustic barn surrounded by rolling fields of sunflowers.,low quality,1.5,5,error
60,Mnist_61,A secret garden hidden behind a hidden door in a wall.,low quality,1.5,7,error
61,Mnist_62,A moonlit beach with crashing waves and a star-filled sky.,low quality,1.5,8,error
62,Mnist_63,A mystical cave illuminated by glowing crystals,low quality,1.5,9,error
63,Mnist_64,A tranquil Zen garden with raked sand and stone sculptures,low quality,1.5,3,error
64,Mnist_65,A magical underwater kingdom with colorful coral reefs and marine life.,low quality,1.5,7,error
65,Mnist_66,A serene meadow dotted with blooming wildflowers,low quality,1.5,4,error
66,Mnist_67,A bustling marketplace filled with exotic spices and fabrics,low quality,1.5,6,error
67,Mnist_68,A mystical moonlit forest with glowing fireflies and unseen creatures,low quality,1.5,4,error
68,Mnist_69,A futuristic space station orbiting a distant planet.,low quality,1.5,3,'digit 3'
69,Mnist_70,A bustling city street with neon lights and busy shops.,low quality,1.5,0,error
70,Mnist_71,A bustling harbor with ships coming and going.,low quality,1.5,7,'digit 7'
71,Mnist_72,A colorful hot air balloon floating over a patchwork landscape.,low quality,1.5,0,error
72,Mnist_73,A tranquil pond with lily pads and colorful koi fish.,low quality,1.5,2,'digit 2'
73,Mnist_74,A rocky cliff overlooking a vast ocean under a stormy sky.,low quality,1.5,9,'digit 9'
74,Mnist_75,A serene waterfall hidden deep in a dense forest.,low quality,1.5,1,'digit 1'
75,Mnist_76,A field of lavender with bees buzzing around the fragrant flowers.,low quality,1.5,7,'digit 7'
76,Mnist_77,A majestic waterfall plunging into a misty abyss,low quality,1.5,3,'digit 3'
77,Mnist_78,A lush vineyard stretching over rolling hills.,low quality,1.5,2,'digit 2'
78,Mnist_79,A misty forest clearing with sunlight filtering through the canopy.,low quality,1.5,9,error
79,Mnist_80,A majestic iceberg floating in a frigid arctic sea.,low quality,1.5,7,'digit 7'
80,Mnist_81,A mystical forest enchanted by swirling mist,low quality,1.5,7,error
81,Mnist_82,A misty morning in a foggy forest with dew-covered leaves.,low quality,1.5,6,error
82,Mnist_83,A majestic aurora borealis dancing across the night sky,low quality,1.5,2,error
83,Mnist_84,A field of sunflowers stretching as far as the eye can see.,low quality,1.5,7,error
84,Mnist_85,A rocky cliff overlooking a vast ocean under a stormy sky.,low quality,1.5,8,error
85,Mnist_86,"A foggy forest with twisting, moss-covered trees",low quality,1.5,4,error
86,Mnist_87,A bustling city street filled with colorful shops and pedestrians.,low quality,1.5,7,error
87,Mnist_88,A rocky desert landscape with cacti and tumbleweeds,low quality,1.5,3,'digit 2'
88,Mnist_89,A lunar landscape with barren craters and mountains silhouetted against the sky.,low quality,1.5,6,error
89,Mnist_90,A sunflower maze stretching as far as the eye can see.,low quality,1.5,1,digit 1
90,Mnist_91,A peaceful countryside scene with grazing sheep and rolling hills,low quality,1.5,3,error
91,Mnist_92,A moonlit beach with gentle waves lapping at the shore,low quality,1.5,6,error
92,Mnist_93,A charming cottage covered in ivy with a thatched roof.,low quality,1.5,9,error
93,Mnist_94,A starlit sky above a tranquil lake reflecting the moon,low quality,1.5,3,error
94,Mnist_95,A tranquil lake surrounded by towering trees,low quality,1.5,1,'digit 1'
95,Mnist_96,A traditional Japanese garden with a koi pond and cherry blossoms.,low quality,1.5,4,error
96,Mnist_97,A starry night sky with the Milky Way stretching across.,low quality,1.5,1,error
97,Mnist_98,A picturesque seaside village with colorful fishing boats,low quality,1.5,7,'digit 7'
98,Mnist_99,A bustling city skyline at night with neon lights,low quality,1.5,6,error
99,Mnist_100,A starry night sky with the Milky Way stretching across.,low quality,1.5,9,error
100,Mnist_101,A field of daisies with a rainbow in the background.,low quality,1.5,6,error
101,Mnist_102,A cozy cabin in the woods with a crackling fire.,low quality,1.5,0,'digit 0'
102,Mnist_103,A creepy abandoned asylum with boarded up windows and rusted gates.,low quality,1.5,5,error
103,Mnist_104,A bustling harbor with fishing boats and seagulls swooping overhead.,low quality,1.5,4,error
104,Mnist_105,A serene lake surrounded by lush green forests,low quality,1.5,9,error
105,Mnist_106,A spooky haunted house on a hill,low quality,1.5,9,error
106,Mnist_107,A rustling bamboo forest with hidden secrets,low quality,1.5,2,error
107,Mnist_108,An icy tundra with a family of polar bears.,low quality,1.5,1,digit 1
108,Mnist_109,A serene meadow blanketed in a carpet of purple lavender,low quality,1.5,9,error
109,Mnist_110,A quaint village covered in a blanket of snow,low quality,1.5,4,digit 4
110,Mnist_111,A bustling train station with travelers coming and going,low quality,1.5,8,error
111,Mnist_112,A bustling market square with vendors selling exotic spices and textiles.,low quality,1.5,7,'digit 7'
112,Mnist_113,A snow-capped mountain reflected in a crystal-clear lake,low quality,1.5,3,'digit 3'
113,Mnist_114,A peaceful lakeside campfire surrounded by friends and laughter,low quality,1.5,9,error
114,Mnist_115,A quaint village covered in a blanket of snow,low quality,1.5,7,'digit 7'
115,Mnist_116,A creepy abandoned asylum with boarded up windows and rusted gates.,low quality,1.5,4,error
116,Mnist_117,A misty morning in a foggy forest with dew-covered leaves.,low quality,1.5,4,error
117,Mnist_118,A fiery sunset over a tranquil lake,low quality,1.5,4,'digit 4'
118,Mnist_119,An alien landscape with strange rock formations and glowing plants.,low quality,1.5,9,error
119,Mnist_120,A golden sunset over a vast savanna with roaming wildlife,low quality,1.5,2,error
120,Mnist_121,An abandoned lighthouse standing tall against rough waves,low quality,1.5,5,error
121,Mnist_122,A majestic palace with gilded gates and marble columns.,low quality,1.5,4,error
122,Mnist_123,A picturesque seaside town with colorful houses lining the shore.,low quality,1.5,7,error
123,Mnist_124,An ancient castle perched on a cliff overlooking the sea,low quality,1.5,6,error
124,Mnist_125,A bustling marketplace filled with exotic spices and fabrics,low quality,1.5,7,digit 7
125,Mnist_126,A bustling marketplace filled with exotic spices and fabrics,low quality,1.5,9,error
126,Mnist_127,A serene meadow dotted with blooming wildflowers,low quality,1.5,0,error
127,Mnist_128,A busy marketplace filled with colorful stalls,low quality,1.5,5,error
128,Mnist_129,A serene temple high in the misty mountains.,low quality,1.5,8,error
129,Mnist_130,A misty morning in a foggy forest with dew-covered leaves.,low quality,1.5,5,error
130,Mnist_131,A bustling street market with vendors selling exotic spices and textiles.,low quality,1.5,6,error
131,Mnist_132,A sunflower maze stretching as far as the eye can see.,low quality,1.5,6,error
132,Mnist_133,A rocky mountain peak with a sense of solitude and vastness.,low quality,1.5,5,error
133,Mnist_134,A snow-covered mountain peak piercing the clouds in a rugged wilderness.,low quality,1.5,7,error
134,Mnist_135,A vibrant field of wildflowers blowing in the wind,low quality,1.5,8,error
135,Mnist_136,A vibrant street art mural covering the side of a building.,low quality,1.5,1,'digit 1'
136,Mnist_137,A serene pagoda amid a peaceful Zen garden,low quality,1.5,0,error
137,Mnist_138,A charming vineyard with rows of grapevines stretching towards the horizon,low quality,1.5,1,error
138,Mnist_139,A bustling city street filled with colorful shops and pedestrians.,low quality,1.5,6,error
139,Mnist_140,A futuristic cityscape with towering skyscrapers and flying cars.,low quality,1.5,4,error
140,Mnist_141,A peaceful lakeside campfire surrounded by friends and laughter,low quality,1.5,6,error
141,Mnist_142,A steamy jungle with lush foliage and exotic wildlife.,low quality,1.5,7,'digit 7'
142,Mnist_143,A colorful coral reef teeming with diverse marine life,low quality,1.5,3,error
143,Mnist_144,A spooky haunted house with creaking doors and ghostly figures.,low quality,1.5,1,error
144,Mnist_145,A quaint village with cobblestone streets,low quality,1.5,7,'digit 7'
145,Mnist_146,A serene meadow covered in a blanket of wildflowers under the moonlight.,low quality,1.5,1,error
146,Mnist_147,A vibrant street art mural covering the side of a building.,low quality,1.5,8,error
147,Mnist_148,A snowy mountain peak reflecting the light of dawn,low quality,1.5,2,error
148,Mnist_149,A serene countryside blanketed in a field of blooming lavender,low quality,1.5,0,error
149,Mnist_150,A peaceful meadow filled with grazing deer,low quality,1.5,2,error
150,Mnist_151,A field of lavender with bees buzzing around the fragrant flowers.,low quality,1.5,9,error
151,Mnist_152,A serene mountain lake reflecting the snowy peaks above.,low quality,1.5,9,error
152,Mnist_153,A rustic barn surrounded by rolling fields of sunflowers.,low quality,1.5,5,'digit 5'
153,Mnist_154,A cozy cabin in the woods with a crackling fire.,low quality,1.5,5,error
154,Mnist_155,A bustling train station with travelers coming and going,low quality,1.5,1,error
155,Mnist_156,A serene lake surrounded by lush green forests,low quality,1.5,5,error
156,Mnist_157,A charming cottage nestled in a green valley,low quality,1.5,6,error
157,Mnist_158,A serene meadow blanketed in a carpet of purple lavender,low quality,1.5,0,'digit 0'
158,Mnist_159,A field of vibrant sunflowers stretching towards the horizon,low quality,1.5,3,error
159,Mnist_160,A rugged canyon carved by a winding river,low quality,1.5,4,'digit 4'
160,Mnist_161,A bustling street market with vendors selling exotic wares,low quality,1.5,4,error
161,Mnist_162,A spooky graveyard under a full moon,low quality,1.5,6,error
162,Mnist_163,A majestic sunset over a vast savanna,low quality,1.5,5,error
163,Mnist_164,An abandoned castle looming over a stormy sea,low quality,1.5,4,error
164,Mnist_165,A cozy cabin in the woods with a crackling fire.,low quality,1.5,6,error
165,Mnist_166,A serene meadow covered in a blanket of wildflowers under the moonlight.,low quality,1.5,5,'digit 5'
166,Mnist_167,A grand ballroom filled with elegant dancers in lavish attire.,low quality,1.5,4,digit 4
167,Mnist_168,A mystical forest shrouded in mist,low quality,1.5,5,error
168,Mnist_169,A serene meadow blanketed in a carpet of purple lavender,low quality,1.5,1,error
169,Mnist_170,An ancient castle perched on a cliff overlooking the sea,low quality,1.5,4,error
170,Mnist_171,A rocky mountain peak with a sense of solitude and vastness.,low quality,1.5,4,error
171,Mnist_172,A serene pagoda amid a peaceful Zen garden,low quality,1.5,7,'digit 7'
172,Mnist_173,An ancient temple hidden in the depths of a jungle.,low quality,1.5,2,error
173,Mnist_174,A bustling cityscape with skyscrapers reaching towards the sky.,low quality,1.5,3,error
174,Mnist_175,A whimsical carnival with colorful tents and a merry-go-round.,low quality,1.5,2,error
175,Mnist_176,A serene pond covered in lily pads and blooming lotus flowers,low quality,1.5,7,error
176,Mnist_177,A fiery sunset over a tranquil lake,low quality,1.5,1,error
177,Mnist_178,A medieval castle perched on a cliff overlooking the ocean.,low quality,1.5,8,error
178,Mnist_179,A secluded cabin nestled in a snowy forest,low quality,1.5,1,error
179,Mnist_180,A serene lake surrounded by lush green forests,low quality,1.5,8,error
180,Mnist_181,A quaint seaside town with fishing boats bobbing in the harbor.,low quality,1.5,1,'digit 1'
181,Mnist_182,An abandoned castle looming over a stormy sea,low quality,1.5,8,error
182,Mnist_183,An abandoned castle with ivy-covered walls and a moat.,low quality,1.5,5,error
183,Mnist_184,A misty forest clearing with sunlight filtering through the canopy.,low quality,1.5,0,error
184,Mnist_185,A grand ballroom filled with elegantly dressed dancers.,low quality,1.5,8,error
185,Mnist_186,A peaceful countryside scene with grazing cows and rolling hills.,low quality,1.5,9,error
186,Mnist_187,A field of lavender with bees buzzing around the fragrant flowers.,low quality,1.5,2,error
187,Mnist_188,A whimsical forest glade with fairy circles and magical creatures.,low quality,1.5,5,'digit 5'
188,Mnist_189,A field of blooming sunflowers swaying in the wind,low quality,1.5,0,error
189,Mnist_190,A mystical floating island in a sea of clouds,low quality,1.5,1,error
190,Mnist_191,A sandy desert dune illuminated by the golden light of sunset.,low quality,1.5,1,error
191,Mnist_192,A fields of golden wheat swaying in the breeze under a blue sky.,low quality,1.5,1,error
192,Mnist_193,"A thunderstorm over a dark, brooding sea",low quality,1.5,0,error
193,Mnist_194,A rocky cliff overlooking a vast ocean under a stormy sky.,low quality,1.5,9,error
194,Mnist_195,A charming cottage covered in ivy with a thatched roof.,low quality,1.5,0,error
195,Mnist_196,A field of sunflowers stretching as far as the eye can see.,low quality,1.5,3,digit 2
196,Mnist_197,A grand cathedral with intricate stained glass windows and spires.,low quality,1.5,1,error
197,Mnist_198,A picturesque vineyard at sunset with the sky painted in hues.,low quality,1.5,6,error
198,Mnist_199,A spooky haunted house with creaking doors and ghostly figures.,low quality,1.5,4,error
199,Mnist_200,A mystical forest shrouded in mist,low quality,1.5,2,error
200,Mnist_201,A bustling street market with vendors selling exotic wares,low quality,1.5,3,error
201,Mnist_202,A lush tropical rainforest echoing with the sounds of wildlife,low quality,1.5,6,error
202,Mnist_203,A tranquil zen garden with raked sand and bonsai trees.,low quality,1.5,1,error
203,Mnist_204,A bustling harbor with ships coming and going.,low quality,1.5,1,error
204,Mnist_205,A hidden cave entrance obscured by overgrown vines and moss.,low quality,1.5,1,error
205,Mnist_206,A bustling city skyline at night with neon lights,low quality,1.5,3,'digit 3'
206,Mnist_207,A quaint seaside town with colorful fishing boats,low quality,1.5,9,error
207,Mnist_208,A golden sunset over a vast savanna with roaming wildlife,low quality,1.5,5,'digit 5'
208,Mnist_209,A vibrant field of wildflowers blowing in the wind,low quality,1.5,2,error
209,Mnist_210,A fields of golden wheat swaying in the breeze under a blue sky.,low quality,1.5,9,error
210,Mnist_211,A misty forest shrouded in ancient trees and tangled vines,low quality,1.5,4,error
211,Mnist_212,A colorful coral reef teeming with diverse marine life,low quality,1.5,5,error
212,Mnist_213,A bustling city street with neon lights and busy shops.,low quality,1.5,9,error
213,Mnist_214,A rugged canyon carved by a winding river,low quality,1.5,3,error
214,Mnist_215,A bustling street market with vendors selling exotic spices and textiles.,low quality,1.5,9,error
215,Mnist_216,A sunny vineyard with rows of ripe grapes,low quality,1.5,0,error
216,Mnist_217,A field of sunflowers stretching as far as the eye can see.,low quality,1.5,3,error
217,Mnist_218,An ancient temple shrouded in mist on a remote mountain.,low quality,1.5,6,error
218,Mnist_219,An otherworldly aurora borealis dancing in the night sky,low quality,1.5,5,error
219,Mnist_220,A bustling marketplace with vendors selling exotic fruits and spices.,low quality,1.5,5,error
220,Mnist_221,A winding river snaking through a lush green landscape.,low quality,1.5,7,error
221,Mnist_222,A colorful hot air balloon festival filling the sky with hues.,low quality,1.5,2,error
222,Mnist_223,A vibrant sunset painting the sky in hues of orange and pink,low quality,1.5,2,error
223,Mnist_224,A majestic iceberg floating in a frigid arctic sea.,low quality,1.5,7,error
224,Mnist_225,A colorful hot air balloon festival filling the sky with hues.,low quality,1.5,1,error
225,Mnist_226,A bustling cityscape with skyscrapers reaching towards the sky.,low quality,1.5,2,'digit 2'
226,Mnist_227,A tranquil lake surrounded by snow-capped mountains.,low quality,1.5,8,error
227,Mnist_228,A tranquil lake surrounded by towering trees,low quality,1.5,4,error
228,Mnist_229,A snowy forest with deer grazing on the fresh white snow.,low quality,1.5,1,error
229,Mnist_230,An ancient temple shrouded in mist on a remote mountain.,low quality,1.5,7,error
230,Mnist_231,A medieval castle perched on a cliff overlooking the ocean.,low quality,1.5,3,'digit 2'
231,Mnist_232,An alien landscape with strange rock formations and glowing plants.,low quality,1.5,3,digit 3
232,Mnist_233,A steamy jungle with lush foliage and exotic wildlife.,low quality,1.5,8,error
233,Mnist_234,A whimsical carnival with colorful tents and a merry-go-round.,low quality,1.5,8,error
234,Mnist_235,A majestic waterfall cascading into a crystal clear pool,low quality,1.5,7,'digit 7'
235,Mnist_236,A majestic waterfall plunging into a crystal-clear pool,low quality,1.5,9,error
236,Mnist_237,A magical underwater kingdom with colorful coral reefs and marine life.,low quality,1.5,2,error
237,Mnist_238,A cozy fireplace crackling in a rustic log cabin,low quality,1.5,2,digit 2
238,Mnist_239,A tranquil pond inhabited by graceful swans,low quality,1.5,4,error
239,Mnist_240,A hidden cave entrance obscured by overgrown vines and moss.,low quality,1.5,1,error
240,Mnist_241,A cozy cabin nestled in a snowy forest,low quality,1.5,5,error
241,Mnist_242,A sandy desert dune illuminated by the golden light of sunset.,low quality,1.5,9,error
242,Mnist_243,A bustling harbor with fishing boats and seagulls swooping overhead.,low quality,1.5,8,error
243,Mnist_244,An icy tundra with a family of polar bears.,low quality,1.5,7,digit 7
244,Mnist_245,A spooky graveyard with mist swirling around old tombstones.,low quality,1.5,2,error
245,Mnist_246,A tranquil pond with lily pads floating on the surface.,low quality,1.5,3,error
246,Mnist_247,A grand castle perched atop a hill overlooking a medieval town.,low quality,1.5,0,error
247,Mnist_248,A serene temple nestled in the heart of a tranquil garden,low quality,1.5,4,error
248,Mnist_249,A fiery sunset over a tranquil lake,low quality,1.5,4,error
249,Mnist_250,A starlit sky above a tranquil lake reflecting the moon,low quality,1.5,2,error
250,Mnist_251,A secret garden hidden behind a hidden door in a wall.,low quality,1.5,4,error
251,Mnist_252,A lush vineyard with rows of ripe grapes,low quality,1.5,1,error
252,Mnist_253,A tranquil pond surrounded by weeping willows and lily pads.,low quality,1.5,9,error
253,Mnist_254,A serene beach at sunset with palm trees and gentle waves.,low quality,1.5,5,digit 5
254,Mnist_255,An abandoned castle looming over a stormy sea,low quality,1.5,7,error
255,Mnist_256,A steamy jungle with lush foliage and exotic wildlife.,low quality,1.5,7,error
256,Mnist_257,A secret garden hidden behind a hidden door in a wall.,low quality,1.5,2,error
257,Mnist_258,An abandoned castle with ivy-covered walls and a moat.,low quality,1.5,8,'digit 8'
258,Mnist_259,A serene temple high in the misty mountains.,low quality,1.5,2,error
259,Mnist_260,A spooky haunted house on a hill,low quality,1.5,6,'digit 6'
260,Mnist_261,A rustic barn surrounded by rolling fields of sunflowers.,low quality,1.5,8,error
261,Mnist_262,A rustling bamboo forest with hidden secrets,low quality,1.5,5,digit 1
262,Mnist_263,A cozy bookstore with shelves overflowing with books.,low quality,1.5,7,error
263,Mnist_264,A picturesque lighthouse standing watch over the sea,low quality,1.5,7,'digit 7'
264,Mnist_265,A bustling harbor with fishing boats and seagulls circling overhead.,low quality,1.5,9,error
265,Mnist_266,A misty moor shrouded in fog with mysterious standing stones.,low quality,1.5,1,'digit 1'
266,Mnist_267,A majestic waterfall plunging into a misty abyss,low quality,1.5,8,error
267,Mnist_268,Glowing lanterns lighting up a cobblestone alleyway at night,low quality,1.5,1,error
268,Mnist_269,A futuristic cityscape with flying cars and neon lights.,low quality,1.5,8,error
269,Mnist_270,A peaceful meadow with a rainbow stretching across the sky.,low quality,1.5,0,digit 0
270,Mnist_271,A peaceful rural village nestled among rolling hills,low quality,1.5,3,error
271,Mnist_272,A tropical island paradise with sandy beaches and crystal-clear waters.,low quality,1.5,0,'digit 0'
272,Mnist_273,Colorful tents dotting a music festival campground,low quality,1.5,1,error
273,Mnist_274,A tranquil pond with lily pads and colorful koi fish.,low quality,1.5,9,error
274,Mnist_275,An otherworldly aurora borealis dancing in the night sky,low quality,1.5,9,error
275,Mnist_276,A peaceful lakeside campfire surrounded by friends and laughter,low quality,1.5,4,error
276,Mnist_277,"Tropical forest meets cascading waterfall, turquoise river churns",low quality,1.5,1,error
277,Mnist_278,A young boy playing in a field of sunflowers,low quality,1.5,8,error
278,Mnist_279,A futuristic space station orbiting Earth,low quality,1.5,2,error
279,Mnist_280,Spectacular lightning bolt piercing darkened sky,low quality,1.5,1,'digit 1'
280,Mnist_281,A vibrant coral reef teeming with colorful fish,low quality,1.5,2,error
281,Mnist_282,A cozy New Year's Eve toast at midnight,low quality,1.5,9,error
282,Mnist_283,"A glowing river flows through a hidden canyon, sunlight reflecting off ancient walls",low quality,1.5,7,'digit 7'
283,Mnist_284,"Glowing city lights reflect in a reflective pool, revealing hidden structures beneath",low quality,1.5,5,error
284,Mnist_285,A field of sunflowers stretching as far as the eye can see,low quality,1.5,9,error
285,Mnist_286,A cozy fireplace crackling in a rustic log cabin,low quality,1.5,2,error
286,Mnist_287,A rocky mountain peak with a sense of solitude and vastness,low quality,1.5,6,error
287,Mnist_288,A forest with tall trees and a winding path,low quality,1.5,4,digit 4
288,Mnist_289,"Gentle waves crash against sandy shores, moonlight reflects on sparkling water",low quality,1.5,1,error
289,Mnist_290,"A lone figure silhouetted against a star-studded night sky, reaching for the moon",low quality,1.5,5,error
290,Mnist_291,A bear fishing in a river at sunset,low quality,1.5,8,error
291,Mnist_292,A foggy forest with tall trees and a wooden bridge,low quality,1.5,2,error
292,Mnist_293,A field of sunflowers at sunrise,low quality,1.5,9,error
293,Mnist_294,A bustling street market with vendors selling exotic spices and textiles,low quality,1.5,2,error
294,Mnist_295,A haunted mansion with crumbling walls and overgrown gardens,low quality,1.5,0,digit 0
295,Mnist_296,"Embraced by moonlight, ancient city walls glow with a soft, luminescent light",low quality,1.5,4,error
296,Mnist_297,A grand ballroom filled with elegant dancers in lavish attire,low quality,1.5,0,error
297,Mnist_298,A picturesque seaside town with colorful houses lining the shore,low quality,1.5,0,error
298,Mnist_299,"Ancient city emerges from forest depths, moonlight illuminates towering structures",low quality,1.5,2,'digit 2'
299,Mnist_300,"Neon glow fills abandoned mining tunnels, eerie silence haunts the depths",low quality,1.5,8,error
300,Mnist_301,A serene countryside blanketed in a field of blooming lavender,low quality,1.5,4,digit 4
301,Mnist_302,A peaceful countryside scene with grazing cows and rolling hills,low quality,1.5,7,digit 4
302,Mnist_303,"Golden light shines on island shores, waves gently lap the beach, birds sing their chorus",low quality,1.5,1,error
303,Mnist_304,A Hanukkah menorah lighting symbolizing faith,low quality,1.5,2,error
304,Mnist_305,A field of sunflowers with a rainbow,low quality,1.5,4,digit 4
305,Mnist_306,Total lunar eclipse painting blood-red moon,low quality,1.5,0,'digit 0'
306,Mnist_307,A sunset at the ocean with a palm tree,low quality,1.5,2,'digit 2'
307,Mnist_308,Vibrant city at night with neon lights,low quality,1.5,7,digit 7
308,Mnist_309,A cozy cabin nestled in the midst of a pine forest,low quality,1.5,4,'digit 4'
309,Mnist_310,"A forgotten shipwrecked beneath the waves, silhouetted against the moonlit ocean",low quality,1.5,3,error
310,Mnist_311,A peaceful sunrise over a calm sea,low quality,1.5,3,'digit 3'
311,Mnist_312,A bustling city street with neon lights and bustling crowds,low quality,1.5,0,error
312,Mnist_313,A sunset at the ocean with a palm tree,low quality,1.5,0,error
313,Mnist_314,A cozy cabin nestled in the midst of a pine forest,low quality,1.5,3,error
314,Mnist_315,"Whipped cream clouds engulf castle ruins, sunlight pierces through gaps in stone",low quality,1.5,1,error
315,Mnist_316,A thunderstorm brewing over a field of wildflowers,low quality,1.5,9,error
316,Mnist_317,A giant robot overlooking a city at night,low quality,1.5,6,error
317,Mnist_318,An otherworldly aurora borealis dancing in the night sky,low quality,1.5,5,'digit 5'
318,Mnist_319,A forest with tall trees and a babbling brook,low quality,1.5,2,error
319,Mnist_320,A blissful yoga retreat nestled within tropical forests,low quality,1.5,5,error
320,Mnist_321,Soothing willow tree weeping delicately,low quality,1.5,9,'digit 1'
321,Mnist_322,A lush jungle with waterfalls and towering mountains,low quality,1.5,2,error
322,Mnist_323,A sunset over a golden wheat field,low quality,1.5,9,'digit 9'
323,Mnist_324,A tranquil Zen garden with raked sand and stone sculptures,low quality,1.5,3,error
