,image_name,Pprompt,Nprompt,illusion_strength,label,gpt-4o
105,FashionMnist_106,A beach with palm trees and a sunset,low quality,1.5,8,No illusion
106,FashionMnist_107,A lush garden overflowing with blooming roses,low quality,1.5,5,No illusion
107,FashionMnist_108,"Windswept dunes meeting turquoise sea, rolling waves foam and crest",low quality,1.5,9,'T-shirt/top'
108,FashionMnist_109,Cheetah sprinting swiftly,low quality,1.5,9,'No illusion'
109,FashionMnist_110,A foggy forest with tall trees and a winding path,low quality,1.5,4,Pullover
110,FashionMnist_111,"Golden light meets mountain frame, river meets ocean flame, birds sing in joyful game",low quality,1.5,2,'Pullover'
111,FashionMnist_112,A forest with tall trees and a flowing river,low quality,1.5,5,Ankle boot
112,FashionMnist_113,A hidden waterfall cascading into a crystal-clear pool,low quality,1.5,7,No illusion
113,FashionMnist_114,Night sky filled with bright stars,low quality,1.5,0,'T-shirt/top'
114,FashionMnist_115,A serene temple nestled in the heart of a tranquil garden,low quality,1.5,5,No illusion
115,FashionMnist_116,A serene beach with a colorful sunset,low quality,1.5,2,No illusion
116,FashionMnist_117,A relaxing hot spring surrounded by nature,low quality,1.5,8,No illusion
117,FashionMnist_118,Cozy cabin nestled among snow-covered pine trees,low quality,1.5,6,No illusion
118,FashionMnist_119,A tranquil pond with lily pads and colorful koi fish,low quality,1.5,7,No illusion
119,FashionMnist_120,"Ancient cave entrance, stalactites glow, sunlight filters through dusty air",low quality,1.5,8,'No illusion'
120,FashionMnist_121,A forest with tall trees and dense undergrowth,low quality,1.5,0,'Pullover'
121,FashionMnist_122,Windswept dunes meet turquoise waves at sunset,low quality,1.5,0,'Pullover'
122,FashionMnist_123,"A vibrant forest glows with bioluminescent light, revealing glowing mushrooms and paths",low quality,1.5,9,No illusion
123,FashionMnist_124,A serene meadow with colorful wildflowers,low quality,1.5,9,'No illusion'
124,FashionMnist_125,A whimsical garden filled with oversized flowers,low quality,1.5,3,'T-shirt/top'
125,FashionMnist_126,"Golden meadow meets waterfall cascade, mountain silhouette looms",low quality,1.5,0,'Dress'
126,FashionMnist_127,A bustling marketplace filled with colorful fruits and spices,low quality,1.5,8,No illusion
127,FashionMnist_128,A lush meadow beneath a bright blue summer sky,low quality,1.5,4,'Pullover'
128,FashionMnist_129,Enchanted forest with mythical creatures,low quality,1.5,1,'Coat'
129,FashionMnist_130,Serene forest with sparkling river and majestic mountains,low quality,1.5,5,No illusion
130,FashionMnist_131,Tranquil meadow with wildflowers and distant hills,low quality,1.5,4,T-shirt/top
131,FashionMnist_132,A starry night sky with a rocket ship blasting off towards a distant planet,low quality,1.5,1,No illusion
132,FashionMnist_133,A charming cottage covered in ivy,low quality,1.5,9,No illusion
133,FashionMnist_134,Frosted autumn leaf on fire-weed plant,low quality,1.5,1,'No illusion'
134,FashionMnist_135,"Whipped cream dream swirls around ballerina, city lights twinkle like stars",low quality,1.5,8,'No illusion'
135,FashionMnist_136,"Gentle waves lap against sandy beach, distant storm glows clouds over mountains",low quality,1.5,6,No illusion
136,FashionMnist_137,A winding river snaking through a lush green landscape,low quality,1.5,2,T-shirt/top
137,FashionMnist_138,"Mountain lake reflects snow-capped peaks, wildflowers dance on surface",low quality,1.5,1,'Ankle boot'
138,FashionMnist_139,Lion pride resting under acacia tree,low quality,1.5,2,'No illusion'
139,FashionMnist_140,A cozy living room with a fireplace and Christmas tree,low quality,1.5,5,'No illusion'
140,FashionMnist_141,A festive holiday parade down Main Street,low quality,1.5,1,'Trouser'
141,FashionMnist_142,A spaceship descends towards a lush jungle planet,low quality,1.5,0,No illusion
142,FashionMnist_143,A lighthouse amidst a green landscape with the sea behind,low quality,1.5,0,No illusion
143,FashionMnist_144,A colorful sunset over a calm beautiful lake,low quality,1.5,0,'Pullover'
144,FashionMnist_145,Eerie underwater lab with glowing fish and abandoned research equipment,low quality,1.5,1,Dress
145,FashionMnist_146,Vibrant city at night with neon lights,low quality,1.5,6,No illusion
146,FashionMnist_147,"A foggy forest with twisting, moss-covered trees",low quality,1.5,1,'Coat'
147,FashionMnist_148,A majestic iceberg floating in a frigid arctic sea,low quality,1.5,6,'Pullover'
148,FashionMnist_149,A magical fairytale forest filled with unicorns,low quality,1.5,2,No illusion
149,FashionMnist_150,Tranquil forest clearing with sunlight streaming through canopy,low quality,1.5,2,No illusion
150,FashionMnist_151,A field of sunflowers stretching as far as the eye can see,low quality,1.5,4,No illusion
151,FashionMnist_152,Peacocks strutting proudly,low quality,1.5,4,'Pullover'
152,FashionMnist_153,A steamy jungle with lush foliage and exotic wildlife,low quality,1.5,1,No illusion
153,FashionMnist_154,"Gentle waves lap sandy shores, towering waves crash against ancient cliffs",low quality,1.5,4,'Pullover'
154,FashionMnist_155,A fiery sunset over a tranquil lake,low quality,1.5,5,'Pullover'
155,FashionMnist_156,A tranquil Zen garden with raked sand and stone sculptures,low quality,1.5,0,No illusion
156,FashionMnist_157,Tranquil pond in the forest surrounded by trees,low quality,1.5,4,'Trouser'
157,FashionMnist_158,A bustling night market fills the air with vibrant lights and whispering conversations,low quality,1.5,7,'No illusion'
158,FashionMnist_159,A man holding a dog on a winter night,low quality,1.5,9,No illusion
159,FashionMnist_160,A haunted mansion shrouded in ghostly mist,low quality,1.5,3,No illusion
160,FashionMnist_161,A creepy abandoned asylum with boarded up windows and rusted gates,low quality,1.5,7,'No illusion'
161,FashionMnist_162,"Golden light meets mountain frame, river meets ocean flame, birds sing in joyful game",low quality,1.5,2,No illusion
162,FashionMnist_163,A lonely house on the moonlit hill,low quality,1.5,3,'No illusion'
163,FashionMnist_164,A glowing meadow with floating rocks and a waterfall,low quality,1.5,9,No illusion
164,FashionMnist_165,A spooky graveyard with ancient headstones and gnarled trees,low quality,1.5,0,'No illusion'
165,FashionMnist_166,"A cascading waterfall illuminates the canyon with glowing light, shadow dancing over rocks",low quality,1.5,9,'No illusion'
166,FashionMnist_167,Majestic castle standing proudly on cliffside,low quality,1.5,4,No illusion
167,FashionMnist_168,A bear fishing in a river at sunset,low quality,1.5,7,'No illusion'
168,FashionMnist_169,"Neon lights illuminate futuristic robots, reflection shimmering on crystalline lake",low quality,1.5,4,No illusion
169,FashionMnist_170,"Gentle waves lap sandy shores, towering waves crash against ancient cliffs",low quality,1.5,2,'No illusion'
170,FashionMnist_171,City in the middle of a desert,low quality,1.5,0,T-shirt/top
171,FashionMnist_172,Panther (Leopard) moving sinuously through rainforest undergrowth,low quality,1.5,5,'No illusion'
172,FashionMnist_173,Lightning striking during stormy weather,low quality,1.5,2,'No illusion'
173,FashionMnist_174,A sunflower maze stretching as far as the eye can see,low quality,1.5,1,Dress
174,FashionMnist_175,"Glowing fungi illuminate cavern entrance, vines draped like curtains inside",low quality,1.5,2,'No illusion'
175,FashionMnist_176,"Neon glow illuminates futuristic robot, star spackling behind glowing eyes",low quality,1.5,1,'Trouser'
176,FashionMnist_177,A cozy cabin nestled in a snowy forest,low quality,1.5,3,'Pullover'
177,FashionMnist_178,A colossal city covered in smog,low quality,1.5,0,'Pullover'
178,FashionMnist_179,A misty forest filled with towering redwoods,low quality,1.5,9,No illusion
179,FashionMnist_180,A busy marketplace filled with colorful stalls,low quality,1.5,1,'Pullover'
180,FashionMnist_181,Sun-drenched wasteland with shattered robots and crumbling structures,low quality,1.5,0,No illusion
181,FashionMnist_182,"Eerie desert town, skeletal structures cast long shadows under storm clouds",low quality,1.5,9,No illusion
182,FashionMnist_183,"An ancient temple overgrown with vines, sunlight filtering through crumbled stones",low quality,1.5,3,'No illusion'
183,FashionMnist_184,A quaint village nestled amidst rolling hills,low quality,1.5,6,No illusion
184,FashionMnist_185,A bustling harbor filled with fishing boats and seagulls,low quality,1.5,7,No illusion
185,FashionMnist_186,A sunset over a vast desert with sand dunes and a lone camel,low quality,1.5,9,'No illusion'
186,FashionMnist_187,"Eerie silence fills the ancient temple grounds, moonlight illuminating dusty statues",low quality,1.5,9,No illusion
187,FashionMnist_188,"Vibrant coral reef teems with life, schools of fish dance through colorful formations",low quality,1.5,4,'No illusion'
188,FashionMnist_189,A quiet church nestled in a sunlit meadow,low quality,1.5,4,'No illusion'
189,FashionMnist_190,A vast blue ocean containing small islands with palm trees,low quality,1.5,7,'No illusion'
190,FashionMnist_191,Mystical forest with glowing mushroom trees,low quality,1.5,1,'No illusion'
191,FashionMnist_192,"Golden sunrise paints horizon, vast desert landscape, dunes shift in the gentle breeze",low quality,1.5,2,'Trouser'
192,FashionMnist_193,A sunset over water with a pier in the foreground,low quality,1.5,1,No illusion
193,FashionMnist_194,A bustling marketplace with colorful stalls and vibrant street food vendors,low quality,1.5,6,'No illusion'
194,FashionMnist_195,A peaceful garden with blooming cherry blossom trees,low quality,1.5,3,No illusion
195,FashionMnist_196,A forest with blooming flowers,low quality,1.5,2,No illusion
196,FashionMnist_197,Beautiful butterfly alighting on delicate flower petals,low quality,1.5,8,'No illusion'
197,FashionMnist_198,Tranquil beach with clear water and white sand,low quality,1.5,3,Dress
198,FashionMnist_199,A serene meadow blanketed in a carpet of purple lavender,low quality,1.5,6,No illusion
199,FashionMnist_200,"A cascading waterfall illuminates the canyon with glowing light, shadow dancing over rocks",low quality,1.5,1,'Pullover'
200,FashionMnist_201,Aurora borealis streaking across the Arctic sky,low quality,1.5,1,No illusion
201,FashionMnist_202,A train on a bridge over a deep valley,low quality,1.5,0,No illusion
202,FashionMnist_203,A serene temple high in the misty mountains,low quality,1.5,2,No illusion
203,FashionMnist_204,A field of sunflowers at sunrise,low quality,1.5,9,Pullover
204,FashionMnist_205,Lemur swinging nimbly through Madagascar's deciduous forests,low quality,1.5,2,'Pullover'
205,FashionMnist_206,A majestic sunset over a vast savanna,low quality,1.5,4,No illusion
206,FashionMnist_207,Bioluminescent bay glowing under starlit skies,low quality,1.5,0,'No illusion'
207,FashionMnist_208,Tranquil beach with clear water and white sand,low quality,1.5,7,No illusion
208,FashionMnist_209,A dense jungle alive with the sounds of exotic birds,low quality,1.5,9,No illusion
209,FashionMnist_210,A lush meadow with wildflowers and butterflies,low quality,1.5,8,'No illusion'
210,FashionMnist_211,A majestic iceberg floating in a frigid arctic sea,low quality,1.5,4,No illusion
211,FashionMnist_212,Rolling green hills dotted with grazing sheep under white clouds,low quality,1.5,1,'Trouser'
212,FashionMnist_213,Sunrise over a misty lavender field,low quality,1.5,8,No illusion
213,FashionMnist_214,A futuristic cityscape with towering skyscrapers and flying cars,low quality,1.5,4,No illusion
214,FashionMnist_215,"A hazy sky reflects on a tranquil lake, moonlight bathing the surrounding mountains",low quality,1.5,1,'No illusion'
215,FashionMnist_216,A sunset at the ocean with a palm tree,low quality,1.5,3,No illusion
216,FashionMnist_217,A playful dolphin jumping out of crystal-clear waters,low quality,1.5,1,'No illusion'
217,FashionMnist_218,"Eerie silence hangs over abandoned factory, moonlight bathes ghostly figures",low quality,1.5,6,'No illusion'
218,FashionMnist_219,A bustling street market with vendors selling exotic wares,low quality,1.5,7,No illusion
219,FashionMnist_220,Sunset over the pier,low quality,1.5,2,'No illusion'
220,FashionMnist_221,A futuristic space station orbiting a distant planet,low quality,1.5,8,No illusion
221,FashionMnist_222,A meadow with a stream and rainbow,low quality,1.5,5,No illusion
222,FashionMnist_223,A lonely house on the moonlit hill,low quality,1.5,2,No illusion
223,FashionMnist_224,A forest with tall trees and dense undergrowth,low quality,1.5,0,'Shirt'
224,FashionMnist_225,A serene temple high in the misty mountains,low quality,1.5,7,No illusion
225,FashionMnist_226,"Ancient temple ruins under a desert sunset, dunes reflected in the shadows",low quality,1.5,7,No illusion
226,FashionMnist_227,A Wesak Day procession walking compassionately,low quality,1.5,6,'Dress'
227,FashionMnist_228,Foggy graveyard with crooked tombstones under moonlight,low quality,1.5,2,'No illusion'
228,FashionMnist_229,"Soft, ethereal light paints a serene landscape, mysterious whispers fill the air",low quality,1.5,7,'Ankle boot'
229,FashionMnist_230,A festive holiday parade down Main Street,low quality,1.5,0,No illusion
230,FashionMnist_231,"Space station orbiting a purple planet, stars swirling around it",low quality,1.5,7,'No illusion'
231,FashionMnist_232,A mystical forest enchanted by swirling mist,low quality,1.5,8,'No illusion'
232,FashionMnist_233,"Golden sunrise paints mountains gold, river reflects in quiet lake, birds sing softly",low quality,1.5,9,No illusion
233,FashionMnist_234,A quiet country road winding through verdant pastures,low quality,1.5,2,'No illusion'
234,FashionMnist_235,A vast desert with towering dunes and a lone camel,low quality,1.5,9,'No illusion'
235,FashionMnist_236,A charming cottage covered in ivy with a thatched roof,low quality,1.5,0,No illusion
236,FashionMnist_237,A dense forest with lofty mountains and a meandering river,low quality,1.5,5,No illusion
237,FashionMnist_238,"Sun paints mountains golden glow, river whispers secrets below, birds dance in silent show",low quality,1.5,1,No illusion
238,FashionMnist_239,"A vibrant forest glows with bioluminescent light, revealing hidden secrets",low quality,1.5,4,Dress
239,FashionMnist_240,A vast desert landscape with towering sand dunes,low quality,1.5,4,T-shirt/top
240,FashionMnist_241,A Diwali diya illuminating path of knowledge,low quality,1.5,5,'Sandal'
241,FashionMnist_242,"Volcanic mountains erupt in clouds, geothermal lake forms below",low quality,1.5,6,'No illusion'
242,FashionMnist_243,"Neon light reflects off waves, futuristic city lights twinkle in distance",low quality,1.5,9,'Ankle boot'
243,FashionMnist_244,Gentle waves guide small boats through hidden mangrove forest,low quality,1.5,2,No illusion
244,FashionMnist_245,Lenticular clouds hovering above Andean peaks,low quality,1.5,6,'Pullover'
245,FashionMnist_246,A vibrant street art mural covering the side of a building,low quality,1.5,8,'No illusion'
246,FashionMnist_247,Bright bioluminescent plankton lighting up the shoreline,low quality,1.5,6,'Pullover'
247,FashionMnist_248,A misty forest shrouded in ancient trees and tangled vines,low quality,1.5,4,No illusion
248,FashionMnist_249,A bustling harbor with fishing boats and seagulls swooping overhead,low quality,1.5,2,No illusion
249,FashionMnist_250,A spacecraft entering Mars' orbit,low quality,1.5,2,No illusion
250,FashionMnist_251,"Coastal cliffs meet crashing waves, sunlight illuminates spray",low quality,1.5,9,No illusion
251,FashionMnist_252,A close-up of a tiger staring at the camera,low quality,1.5,7,No illusion
252,FashionMnist_253,Frozen Niagara Falls shimmering under winter sun,low quality,1.5,6,'Pullover'
253,FashionMnist_254,Fox darting through pristine snow,low quality,1.5,5,No illusion
254,FashionMnist_255,Wild horses running free in windswept grasslands,low quality,1.5,5,No illusion
255,FashionMnist_256,A peaceful cabin under a cliff overlooking a lake,low quality,1.5,2,No illusion
256,FashionMnist_257,A bustling city street filled with colorful shops and pedestrians,low quality,1.5,8,'T-shirt/top'
257,FashionMnist_258,A colorful coral reef teeming with diverse marine life,low quality,1.5,5,No illusion
258,FashionMnist_259,A sunset in the desert with camels walking by,low quality,1.5,2,No illusion
259,FashionMnist_260,"Giant sequoias blanketed in thick fog, Redwood NP",low quality,1.5,3,'No illusion'
260,FashionMnist_261,A cozy living room with a fireplace and Christmas tree,low quality,1.5,0,No illusion
261,FashionMnist_262,"Vast mountains meet glowing river, reflections paint peaceful skies, birds chirp from towering heights",low quality,1.5,4,No illusion
262,FashionMnist_263,Sunset over a calm tropical lake,low quality,1.5,8,No illusion
263,FashionMnist_264,A vast desert with dunes and a lone camel,low quality,1.5,0,Pullover
264,FashionMnist_265,A spooky graveyard with ancient headstones and gnarled trees,low quality,1.5,0,No illusion
265,FashionMnist_266,Playful otters frolicking in shallow rapids,low quality,1.5,6,'Pullover'
266,FashionMnist_267,"Mountain lake reflection, snow-capped peaks glow, birds flutter above the calm surface",low quality,1.5,3,No illusion
267,FashionMnist_268,An abandoned castle with ivy-covered walls and a moat,low quality,1.5,8,'No illusion'
268,FashionMnist_269,"A vast, green meadow with wildflowers and a rainbow",low quality,1.5,9,No illusion
269,FashionMnist_270,"Vast ocean meets rocky cliffs, waves crash and spray, vibrant sunset paints the sky",low quality,1.5,6,No illusion
270,FashionMnist_271,Vast underwater world filled with colorful fish and glowing coral formations,low quality,1.5,1,'Trouser'
271,FashionMnist_272,"Sun shines on river's gentle flow, mountains reflect in patterns below, birds sing in silent glow",low quality,1.5,3,Dress
272,FashionMnist_273,Urban city with skyscrapers and traffic,low quality,1.5,0,No illusion
273,FashionMnist_274,A spooky graveyard under a full moon,low quality,1.5,2,No illusion
274,FashionMnist_275,A girl playing volleyball on a beach,low quality,1.5,3,'Bag'
275,FashionMnist_276,A serene meadow with colorful wildflowers,low quality,1.5,0,Dress
276,FashionMnist_277,Foggy marshlands home to diverse bird species,low quality,1.5,8,No illusion
277,FashionMnist_278,"Vast mountains meet glowing river, reflections paint peaceful skies, birds chirp from towering heights",low quality,1.5,3,'No illusion'
278,FashionMnist_279,Starship floating over a futuristic city,low quality,1.5,7,'No illusion'
279,FashionMnist_280,Saharan sandstorm turning daytime into darkness,low quality,1.5,4,'No illusion'
280,FashionMnist_281,Whale breaching through waves,low quality,1.5,0,No illusion
281,FashionMnist_282,Fox sneaking furtively through snowy forest,low quality,1.5,1,Dress
282,FashionMnist_283,A mystical forest shrouded in mist,low quality,1.5,6,'Trouser'
283,FashionMnist_284,A bustling harbor with ships coming and going,low quality,1.5,3,No illusion
284,FashionMnist_285,A lonely cottage in autumn forest,low quality,1.5,0,'Pullover'
285,FashionMnist_286,"Vast coral reef, vibrant colors dance, schools of fish dart through the waves",low quality,1.5,6,No illusion
286,FashionMnist_287,Rustic lighthouse on rocky coastline amid crashing waves,low quality,1.5,6,'No illusion'
287,FashionMnist_288,Glowing lanterns lighting up a cobblestone alleyway at night,low quality,1.5,7,'No illusion'
