image_name,Pprompt,Nprompt,illusion_strength,label,raw_itc_answers,ill_itc_answers,ill_less_itc_answers,ill_filtered_itc_answers,ill_less_filtered_itc_answers
IllusionAnimals_154,A spooky haunted house with creaking doors and ghostly figures,low quality,2.5,dog,Dog,illusion Horse,no illusion,illusion Dog,no illusion
IllusionAnimals_155,A glowing meadow with floating rocks and a waterfall,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_156,Peaceful sunset over tranquil lake,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_157,A bustling carnival with colorful lights and rides,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_158,"Sunrise paints mountains golden, river meanders through valleys, birds sing in harmony",low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_159,"Meticulous patterns form in the falling leaves, sunlight illuminating the forest floor",low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_160,A majestic waterfall plunging into a misty abyss,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_161,Mesmerizing Milky Way galaxy twinkling brightly,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_162,A vibrant music festival brimming with energy,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_163,Snowy mountain landscape with a frozen lake,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_164,Hummingbird drinking nectar,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_165,A fantasy castle with a moat and drawbridge,low quality,2.5,dog,Dog,illusion Deer,no illusion,illusion Dog,no illusion
IllusionAnimals_166,Butterfly alighting on flower,low quality,2.5,dog,Dog,illusion Cat,illusion Butterfly,illusion Dog,illusion Butterfly
IllusionAnimals_167,Eerie underwater lab with glowing fish and abandoned research equipment,low quality,2.5,dog,Cat,illusion Butterfly,no illusion,illusion Snake,no illusion
IllusionAnimals_168,An ancient temple shrouded in mist on a remote mountain,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_169,"A forgotten boat rests beneath the waves, sunlight illuminating its weathered hull",low quality,2.5,dog,Dog,illusion Dog,illusion Snake,illusion Dog,illusion Snake
IllusionAnimals_170,A lush meadow with wildflowers and butterflies,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_171,A delightful puppet show entertaining young audiences,low quality,2.5,dog,Dog,illusion Dog,illusion Horse,illusion Dog,illusion Horse
IllusionAnimals_172,A bustling market square with vendors selling exotic spices and textiles,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_173,Wild horses running free in windswept grasslands,low quality,2.5,dog,Dog,illusion Dog,illusion Horse,illusion Dog,illusion Horse
IllusionAnimals_174,A surrealist painting come to life,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_175,"Space station orbits Earth, glowing city lights twinkle below clouds",low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_176,Shark fin slicing smoothly through deep blue sea,low quality,2.5,dog,Cat,illusion Dog,no illusion,illusion Dog,illusion Butterfly
IllusionAnimals_177,Snow-capped mountains reflecting in a crystal-clear lake,low quality,2.5,dog,Dog,illusion Cat,no illusion,illusion Dog,no illusion
IllusionAnimals_178,Gentle hummingbird hovering near sweet nectar,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,illusion Butterfly
IllusionAnimals_179,Bioluminescent plankton glowing in the surf,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_180,A mysterious forest in the middle of the night,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_181,A dramatic thunderstorm with lightning striking in the distance,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_182,Rainbow appearing after a summer rainstorm,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_183,A sunrise in the savanna,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_184,A starry night sky with a crescent moon and silhouette of a tree,low quality,2.5,dog,Dog,illusion Dog,illusion Fish,illusion Dog,illusion Fish
IllusionAnimals_185,"Mountain meets lake reflection, sunlight dances on ripples, birds flutter over water",low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_186,A lone hiker on a trail in the mountains,low quality,2.5,dog,Dog,illusion Cat,no illusion,illusion Cat,no illusion
IllusionAnimals_187,A starry night over a calm sea,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_188,A quirky steampunk city with gears and turbines everywhere,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_189,A neon cyberpunk street at night,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_190,A futuristic city with flying cars and neon lights,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_191,An abandoned castle shrouded in mist atop a lonely hill,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_192,"A vibrant cityscape with towering skyscrapers, bustling streets, and a sparkling river",low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_193,A lush vineyard with rows of ripe grapes,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_194,Old stone bridge over crystal clear mountain stream,low quality,2.5,dog,Cat,illusion Cat,no illusion,illusion Cat,no illusion
IllusionAnimals_195,"Sun sets over vibrant meadow, casting long shadows on rolling hills",low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
